r_err	mag	sus	N	T	h	gamma	n	filetered error
3.825088322	0.450830909	0.796751491	100	3.8	0	2.015	100	3.825088322
3.825002364	0.041072727	0.998313031	100	3.512	0	2.15	100	3.825002364
3.824459775	0.855961818	0.267329366	100	0.584	0	2	100	3.824459775
3.824125529	0.769434545	0.40797048	100	0.488	0	2.305	100	3.824125529
3.823602687	0.511570909	0.738295205	100	2.888	0	2.21	100	3.823602687
3.820296894	0.558281818	0.688321411	100	2.264	0	2.135	100	3.820296894
3.820239923	0.465192727	0.783595726	100	2.888	0	2.22	100	3.820239923
3.820158797	0.583850909	0.659118116	100	1.64	0	2.4	100	3.820158797
3.819693341	0.001841818	0.999996608	100	3.608	0	2.37	100	3.819693341
3.818703773	0.540723636	0.707617949	100	3.8	0	2.05	100	3.818703773
3.818336958	0.806969091	0.348800886	100	0.584	0	2.48	100	3.818336958
3.816198989	0.618258182	0.617756821	100	2.36	0	2.005	100	3.816198989
3.815606347	0.631972727	0.600610472	100	1.64	0	2.14	100	3.815606347
3.81524224	0.588163636	0.654063537	100	3.272	0	2.045	100	3.81524224
3.815034792	0.574536364	0.669907967	100	2.168	0	2.15	100	3.815034792
3.814708951	0.555996364	0.690868044	100	2.024	0	2.26	100	3.814708951
3.813293675	0.785947273	0.382286884	100	1.16	0	2.045	100	3.813293675
3.81293502	0.456236364	0.79184838	100	2.456	0	2.215	100	3.81293502
3.812648472	0.8339	0.30461079	100	0.44	0	2.065	100	3.812648472
3.812094056	0.478747273	0.770801049	100	3.848	0	2.01	100	3.812094056
3.811598085	0.485194545	0.764586253	100	1.64	0	2.49	100	3.811598085
3.8108751	0.545801818	0.702100375	100	2.504	0	2.19	100	3.8108751
3.809362339	0.573883636	0.670657572	100	2.072	0	2.305	100	3.809362339
3.809113259	0.007516364	0.999943504	100	4.904	0	2.115	100	3.809113259
3.80893798	0.004507273	0.999979684	100	4.28	0	2.42	100	3.80893798
3.808001353	0.822930909	0.322784719	100	0.536	0	2.025	100	3.808001353
3.807921361	0.158998182	0.974719578	100	2.504	0	2.305	100	3.807921361
3.807680053	0.676058182	0.542945335	100	1.16	0	2.14	100	3.807680053
3.806149401	0.796756364	0.365179297	100	0.344	0	2.245	100	3.806149401
3.804854473	0.10432	0.989117338	100	4.088	0	2.115	100	3.804854473
3.804794307	0.603234545	0.636108083	100	2.6	0	2.03	100	3.804794307
3.804416212	0.003303636	0.999989086	100	3.608	0	2.26	100	3.804416212
3.803380348	0.668563636	0.553022664	100	1.88	0	2.105	100	3.803380348
3.803199128	0.478070909	0.771448206	100	3.272	0	2.14	100	3.803199128
3.80266829	0.793107273	0.370980854	100	0.392	0	2.46	100	3.80266829
3.802448666	0.636338182	0.595073718	100	2.312	0	2.07	100	3.802448666
3.800318662	0.50106	0.748938876	100	1.448	0	2.48	100	3.800318662
3.799149937	0.523054545	0.726413942	100	3.224	0	2.26	100	3.799149937
3.798697466	0.479887273	0.769708205	100	3.176	0	2.17	100	3.798697466
3.796875264	0.008783636	0.999922848	100	1.688	0	2.5	100	3.796875264
3.796519234	0.609947273	0.627964324	100	1.736	0	2.425	100	3.796519234
3.795992977	0.799756364	0.360389759	100	0.584	0	2.47	100	3.795992977
3.795969246	0.757029091	0.426906956	100	0.584	0	2.335	100	3.795969246
3.795918368	0.421045455	0.822720725	100	3.272	0	2.21	100	3.795918368
3.795357301	0.505796364	0.744170039	100	3.032	0	2.16	100	3.795357301
3.790662815	0.464250909	0.784471093	100	2.792	0	2.315	100	3.790662815
3.787504719	0.117741818	0.986136864	100	3.08	0	2.36	100	3.787504719
3.78702692	0.045969091	0.997886843	100	4.04	0	2.185	100	3.78702692
3.786373872	0.469316364	0.779742151	100	3.128	0	2.065	100	3.786373872
3.786130795	0.6284	0.60511344	100	1.784	0	2.18	100	3.786130795
3.78476386	0.685645455	0.529890311	100	1.208	0	2.215	100	3.78476386
3.783880903	0.676896364	0.541811313	100	1.592	0	2.075	100	3.783880903
3.783541289	0.00374	0.999986012	100	4.184	0	2.435	100	3.783541289
3.782930804	0.52906	0.720095516	100	2.12	0	2.345	100	3.782930804
3.782820737	0.730416364	0.466491936	100	0.68	0	2.205	100	3.782820737
3.781997348	0.701109091	0.508446043	100	1.208	0	2.07	100	3.781997348
3.779496789	0.482123636	0.767556799	100	2.792	0	2.09	100	3.779496789
3.779393399	0.735007273	0.459764309	100	0.536	0	2.41	100	3.779393399
3.779205461	0.501572727	0.748424799	100	2.648	0	2.035	100	3.779205461
3.778336692	0.693036364	0.519700599	100	2.024	0	2.05	100	3.778336692
3.778216618	0.726190909	0.472646764	100	1.16	0	2.215	100	3.778216618
3.777588815	0.011992727	0.999856174	100	3.896	0	2.135	100	3.777588815
3.776899941	0.049298182	0.997569689	100	3.752	0	2.015	100	3.776899941
3.775831819	0.553809091	0.693295491	100	3.032	0	2.035	100	3.775831819
3.775676359	0.670427273	0.550527272	100	1.88	0	2.065	100	3.775676359
3.775660145	0.505369091	0.744602082	100	4.232	0	2.045	100	3.775660145
3.774223112	0.514954545	0.734821816	100	3.464	0	2.055	100	3.774223112
3.774167219	0.016794545	0.999717943	100	4.568	0	2.04	100	3.774167219
3.773148281	0.63512	0.596622586	100	2.888	0	2.045	100	3.773148281
3.773146473	0.881947273	0.222169008	100	0.488	0	2.145	100	3.773146473
3.772705019	0.75912	0.423736826	100	0.68	0	2.07	100	3.772705019
3.77142585	0.74976	0.437859942	100	0.872	0	2.495	100	3.77142585
3.771263381	0.596903636	0.643706049	100	1.256	0	2.1	100	3.771263381
3.770985527	0.67082	0.550000528	100	1.784	0	2.285	100	3.770985527
3.770859998	0.565467273	0.680246763	100	2.408	0	2.07	100	3.770859998
3.770215291	0.005621818	0.999968395	100	4.424	0	2.45	100	3.770215291
3.768025958	0.584265455	0.658633879	100	2.264	0	2.245	100	3.768025958
3.766166002	0.893372727	0.20188517	100	0.584	0	2.1	100	3.766166002
3.765635115	0.42246	0.821527548	100	3.656	0	2.41	100	3.765635115
3.76520477	0.653883636	0.57243619	100	1.736	0	2.42	100	3.76520477
3.763861782	0.619838182	0.615800628	100	1.16	0	2.465	100	3.763861782
3.763844387	0.708838182	0.497548432	100	1.016	0	2.38	100	3.763844387
3.762185786	0.621041818	0.61430706	100	1.88	0	2.255	100	3.762185786
3.762125132	0.777290909	0.395818843	100	0.92	0	2.39	100	3.762125132
3.761815431	0.581089091	0.662335468	100	2.024	0	2.39	100	3.761815431
3.761812159	0.567710909	0.677704324	100	2.312	0	2.225	100	3.761812159
3.761467343	0.529096364	0.720057038	100	2.264	0	2.445	100	3.761467343
3.761200112	0.482787273	0.766916449	100	4.184	0	2.055	100	3.761200112
3.76098204	0.722421818	0.478106717	100	0.728	0	2.395	100	3.76098204
3.758978443	0.864290909	0.253001224	100	0.68	0	2.04	100	3.758978443
3.75891512	0.617038182	0.619263882	100	2.36	0	2.36	100	3.75891512
3.758827571	0.362074545	0.868902024	100	1.976	0	2.42	100	3.758827571
3.758647531	0.840781818	0.293085934	100	0.536	0	2.145	100	3.758647531
3.757316029	0.001594545	0.999997457	100	5	0	2.055	100	3.757316029
3.756989882	0.336958182	0.886459184	100	3.944	0	2.075	100	3.756989882
3.756106334	0.542701818	0.705474737	100	2.36	0	2.28	100	3.756106334
3.755953514	0.119803636	0.985647089	100	2.456	0	2.415	100	3.755953514
3.755524742	0.895094545	0.198805755	100	0.632	0	2.17	100	3.755524742
3.754931992	0.627890909	0.605753006	100	2.312	0	2.145	100	3.754931992
3.75492689	0.764032727	0.416253992	100	0.968	0	2.41	100	3.75492689
3.753994059	0.801	0.358399	100	1.16	0	2.11	100	3.753994059
3.752064278	0.560865455	0.685429942	100	2.696	0	2.2	100	3.752064278
3.751738931	0.745049091	0.444901852	100	0.872	0	2.325	100	3.751738931
3.750448874	0.042418182	0.998200698	100	3.848	0	2.335	100	3.750448874
3.750251912	0.803923636	0.353706787	100	0.488	0	2.245	100	3.750251912
3.749099179	0.002627273	0.999993097	100	3.32	0	2.35	100	3.749099179
3.748712645	0.574903636	0.669485809	100	2.072	0	2.4	100	3.748712645
3.748469122	0.504276364	0.745705349	100	4.136	0	2.08	100	3.748469122
3.746421563	0.772949091	0.402549703	100	0.584	0	2.135	100	3.746421563
3.746058699	0.687414545	0.527461243	100	0.968	0	2.285	100	3.746058699
3.745989352	0.748221818	0.440164111	100	1.4	0	2.055	100	3.745989352
3.745859484	0.039289091	0.998456367	100	4.328	0	2.085	100	3.745859484
3.745733213	0.557418182	0.689284971	100	3.752	0	2.005	100	3.745733213
3.743523415	0.581005455	0.662432662	100	2.36	0	2.025	100	3.743523415
3.742906899	0.008652727	0.99992513	100	3.464	0	2.33	100	3.742906899
3.741374211	0.529101818	0.720051266	100	2.072	0	2.015	100	3.741374211
3.741343124	0.095669091	0.990847425	100	2.216	0	2.325	100	3.741343124
3.74125745	0.590972727	0.650751236	100	2.312	0	2.355	100	3.74125745
3.74104288	0.484854545	0.76491607	100	2.84	0	2.16	100	3.74104288
3.741029928	0.69394	0.518447276	100	1.592	0	2.04	100	3.741029928
3.740472192	0.483638182	0.766094109	100	4.088	0	2.05	100	3.740472192
3.737801796	0.002498182	0.999993759	100	4.184	0	2.48	100	3.737801796
3.73720697	0.078852727	0.993782247	100	3.848	0	2.16	100	3.73720697
3.736670618	0.471674545	0.777523123	100	4.088	0	2.12	100	3.736670618
3.735417552	0.203305455	0.958666892	100	3.32	0	2.105	100	3.735417552
3.735414803	0.688583636	0.525852576	100	1.4	0	2.085	100	3.735414803
3.735294425	0.517163636	0.732541773	100	2.696	0	2.435	100	3.735294425
3.732813898	0.769478182	0.407903328	100	1.592	0	2.145	100	3.732813898
3.732086412	0.512872727	0.736961566	100	2.168	0	2.16	100	3.732086412
3.730714494	0.493407273	0.756549263	100	2.936	0	2.035	100	3.730714494
3.73028589	0.161598182	0.973886028	100	4.808	0	2	100	3.73028589
3.7281185	0.705545455	0.502205612	100	1.016	0	2.415	100	3.7281185
3.727942532	0.545265455	0.702685584	100	1.4	0	2.4	100	3.727942532
3.727764854	0.792425455	0.372061899	100	0.536	0	2.21	100	3.727764854
3.727686971	0.717838182	0.484708345	100	0.728	0	2.45	100	3.727686971
3.727676752	0.545896364	0.70199716	100	3.272	0	2.28	100	3.727676752
3.727403685	0.599643636	0.640427509	100	2.072	0	2.065	100	3.727403685
3.726165157	0.705985455	0.501584538	100	1.544	0	2.095	100	3.726165157
3.724936689	0.559829091	0.686591389	100	3.032	0	2.055	100	3.724936689
3.723817778	0.003267273	0.999989325	100	3.128	0	2.115	100	3.723817778
3.72321604	0.656183636	0.569423035	100	1.784	0	2.145	100	3.72321604
3.72241195	0.842521818	0.290156986	100	0.584	0	2.4	100	3.72241195
3.721421782	0.488781818	0.761092334	100	3.464	0	2.23	100	3.721421782
3.721095888	0.659092727	0.565596777	100	1.688	0	2.375	100	3.721095888
3.720902102	0.465534545	0.783277587	100	3.848	0	2.02	100	3.720902102
3.720886479	0.202467273	0.959007003	100	2.312	0	2.435	100	3.720886479
3.720327402	0.168723636	0.971532335	100	3.608	0	2.24	100	3.720327402
3.720045343	0.723632727	0.476355676	100	0.584	0	2.45	100	3.720045343
3.720030446	0.679296364	0.53855645	100	1.88	0	2.05	100	3.720030446
3.719730943	0.542916364	0.705241822	100	2.216	0	2.16	100	3.719730943
3.717934307	0.509961818	0.739938944	100	2.504	0	2.295	100	3.717934307
3.717393592	0.752910909	0.433125163	100	1.208	0	2.185	100	3.717393592
3.715807745	0.53216	0.716805734	100	2.456	0	2.165	100	3.715807745
3.713691156	0.955381818	0.087245581	100	0.584	0	2.025	100	3.713691156
3.713554365	0.0085	0.99992775	100	2.648	0	2.45	100	3.713554365
3.713257186	0.543596364	0.704502993	100	3.08	0	2.095	100	3.713257186
3.712932416	0.502921818	0.747069645	100	2.792	0	2.415	100	3.712932416
3.712914467	0.71974	0.481974332	100	1.064	0	2.075	100	3.712914467
3.712771526	0.530798182	0.71825329	100	2.504	0	2.105	100	3.712771526
3.712548928	0.459041818	0.789280609	100	3.656	0	2.22	100	3.712548928
3.712491727	0.738294545	0.454921164	100	1.304	0	2.08	100	3.712491727
3.712469764	0.007992727	0.999936116	100	4.52	0	2.12	100	3.712469764
3.71174811	0.662492727	0.561103386	100	1.208	0	2.2	100	3.71174811
3.711046185	0.478925455	0.770630409	100	3.608	0	2.01	100	3.711046185
3.711014839	0.12782	0.983662048	100	3.176	0	2.365	100	3.711014839
3.710186857	0.703216364	0.505486746	100	0.728	0	2.4	100	3.710186857
3.70792211	0.883374545	0.219649412	100	1.016	0	2.005	100	3.70792211
3.707461098	0.47906	0.770501516	100	3.656	0	2.21	100	3.707461098
3.707080832	0.547089091	0.700693527	100	2.312	0	2.305	100	3.707080832
3.706415711	0.845214545	0.285612372	100	0.824	0	2.015	100	3.706415711
3.705413668	0.010158182	0.999896811	100	4.472	0	2.14	100	3.705413668
3.704332559	0.717796364	0.48476838	100	0.92	0	2.2	100	3.704332559
3.703923823	0.002070909	0.999995711	100	3.368	0	2.47	100	3.703923823
3.703716152	0.145949091	0.978698863	100	1.688	0	2.425	100	3.703716152
3.70156299	0.349512727	0.877840853	100	3.896	0	2.1	100	3.70156299
3.700850505	0.042521818	0.998191895	100	4.808	0	2.075	100	3.700850505
3.700563732	0.785318182	0.383275353	100	0.584	0	2.26	100	3.700563732
3.699169436	0.562998182	0.683033047	100	3.272	0	2.055	100	3.699169436
3.697700425	0.046587273	0.997829626	100	2.84	0	2.13	100	3.697700425
3.696624535	0.582810909	0.660331444	100	2.504	0	2.185	100	3.696624535
3.696044708	0.271243636	0.92642689	100	3.08	0	2.27	100	3.696044708
3.69495591	0.046578182	0.997830473	100	4.328	0	2.115	100	3.69495591
3.694654656	0.758670909	0.424418452	100	1.256	0	2.145	100	3.694654656
3.693712274	0.188050909	0.964636856	100	3.608	0	2.31	100	3.693712274
3.693596123	0.584145455	0.658774088	100	2.312	0	2.28	100	3.693596123
3.693070355	0.606221818	0.632495107	100	1.928	0	2.225	100	3.693070355
3.692468883	0.665936364	0.55652876	100	2.12	0	2.06	100	3.692468883
3.691836033	0.854418182	0.269969571	100	0.68	0	2.05	100	3.691836033
3.691470264	0.538116364	0.710430779	100	2.6	0	2.425	100	3.691470264
3.691404392	0.762378182	0.418779508	100	1.112	0	2.025	100	3.691404392
3.690395516	0.454909091	0.793057719	100	3.512	0	2.31	100	3.690395516
3.690264946	0.47088	0.778272026	100	3.416	0	2.095	100	3.690264946
3.690208477	0.945078182	0.10682723	100	0.392	0	2.085	100	3.690208477
3.690189779	0.625774545	0.608406218	100	1.64	0	2.485	100	3.690189779
3.689871112	0.458889091	0.789420802	100	3.512	0	2.205	100	3.689871112
3.689715275	0.776298182	0.397361133	100	0.392	0	2.29	100	3.689715275
3.689562339	0.682992727	0.533520934	100	1.064	0	2.39	100	3.689562339
3.689216488	0.648183636	0.579857974	100	2.264	0	2.175	100	3.689216488
3.68788876	0.113396364	0.987141265	100	3.32	0	2.245	100	3.68788876
3.687225571	0.206181818	0.957489058	100	2.984	0	2.285	100	3.687225571
3.686209301	0.495967273	0.754016464	100	3.608	0	2	100	3.686209301
3.685886735	0.834103636	0.304271124	100	0.44	0	2	100	3.685886735
3.68453858	0.711274545	0.494088521	100	1.592	0	2.175	100	3.68453858
3.684408849	0.468690909	0.780328832	100	3.368	0	2.145	100	3.684408849
3.68412952	0.742223636	0.449104074	100	1.016	0	2.28	100	3.68412952
3.6826514	0.001289091	0.999998338	100	4.904	0	2.31	100	3.6826514
3.682345978	0.035565455	0.998735098	100	3.848	0	2.24	100	3.682345978
3.682138264	0.002574545	0.999993372	100	4.184	0	2.5	100	3.682138264
3.680689435	0.732681818	0.463177353	100	1.976	0	2.015	100	3.680689435
3.680508795	0.560865455	0.685429942	100	2.552	0	2.26	100	3.680508795
3.679786134	0.093270909	0.991300538	100	3.368	0	2.025	100	3.679786134
3.679444565	0.803690909	0.354080923	100	0.536	0	2.305	100	3.679444565
3.67616715	0.749038182	0.438941802	100	0.728	0	2.25	100	3.67616715
3.675427108	0.490872727	0.759043966	100	3.512	0	2.035	100	3.675427108
3.675036559	0.225778182	0.949024213	100	3.56	0	2.225	100	3.675036559
3.673412927	0.79834	0.362653244	100	0.488	0	2.465	100	3.673412927
3.672239419	0.778441818	0.394028336	100	0.968	0	2.035	100	3.672239419
3.671117631	0.548874545	0.698736733	100	2.456	0	2.065	100	3.671117631
3.670466576	0.382610909	0.853608892	100	3.656	0	2.08	100	3.670466576
3.669402951	0.544216364	0.70382855	100	2.84	0	2.04	100	3.669402951
3.667938676	0.600567273	0.639318951	100	1.88	0	2.155	100	3.667938676
3.667925239	0.019512727	0.999619253	100	3.368	0	2.5	100	3.667925239
3.667503391	0.475352727	0.774039785	100	2.744	0	2.225	100	3.667503391
3.666416863	0.49582	0.754162528	100	4.232	0	2.06	100	3.666416863
3.663934096	0.529714545	0.7194025	100	2.504	0	2.055	100	3.663934096
3.663539857	0.58926	0.652772652	100	2.792	0	2.18	100	3.663539857
3.663131609	0.575112727	0.669245351	100	1.544	0	2.44	100	3.663131609
3.662411285	0.768490909	0.409421723	100	0.68	0	2.31	100	3.662411285
3.662408891	0.725509091	0.473636559	100	1.064	0	2.245	100	3.662408891
3.661120886	0.736778182	0.457157911	100	1.688	0	2.03	100	3.661120886
3.660787522	0.47956	0.770022206	100	2.84	0	2.01	100	3.660787522
3.660665829	0.789292727	0.377016991	100	0.968	0	2.32	100	3.660665829
3.660495891	0.45414	0.79375686	100	2.888	0	2.43	100	3.660495891
3.658159575	0.620358182	0.615155726	100	1.592	0	2.365	100	3.658159575
3.657841485	0.690336364	0.523435705	100	1.352	0	2.4	100	3.657841485
3.657220022	0.730183636	0.466831857	100	0.584	0	2.485	100	3.657220022
3.656083282	0.530607273	0.718455922	100	2.648	0	2.01	100	3.656083282
3.655880914	0.479174545	0.770391755	100	3.464	0	2.025	100	3.655880914
3.654899456	0.703089091	0.50566573	100	1.016	0	2.24	100	3.654899456
3.654722571	0.757389091	0.426361765	100	1.064	0	2.145	100	3.654722571
3.654650793	0.001078182	0.999998838	100	4.472	0	2.11	100	3.654650793
3.653539679	0.048325455	0.99766465	100	4.376	0	2.15	100	3.653539679
3.653411253	0.755634545	0.429016434	100	1.448	0	2.085	100	3.653411253
3.652599956	0.17208	0.970388474	100	2.072	0	2.425	100	3.652599956
3.652460988	0.494845455	0.755127976	100	2.744	0	2.25	100	3.652460988
3.651706485	0.512376364	0.737470462	100	4.712	0	2.01	100	3.651706485
3.649409069	0.58786	0.65442062	100	1.64	0	2.06	100	3.649409069
3.648383036	0.730525455	0.46633256	100	0.488	0	2.38	100	3.648383036
3.64701589	0.729036364	0.46850598	100	1.256	0	2.41	100	3.64701589
3.646452571	0.667032727	0.555067341	100	1.112	0	2.255	100	3.646452571
3.645829336	0.530283636	0.718799265	100	2.408	0	2.45	100	3.645829336
3.644445145	0.011643636	0.999864426	100	3.512	0	2.4	100	3.644445145
3.643638241	0.614501818	0.622387515	100	1.592	0	2.425	100	3.643638241
3.643534246	0.68002	0.5375728	100	1.064	0	2.235	100	3.643534246
3.643459988	0.848745455	0.279631153	100	0.824	0	2.02	100	3.643459988
3.642771208	0.031312727	0.999019513	100	4.904	0	2.185	100	3.642771208
3.642204186	0.772370909	0.403443179	100	1.064	0	2.125	100	3.642204186
3.641988904	0.534023636	0.714818756	100	3.176	0	2.01	100	3.641988904
3.64112611	0.412945455	0.829476052	100	3.08	0	2.11	100	3.64112611
3.641040807	0.48624	0.763570662	100	3.608	0	2.055	100	3.641040807
3.640782087	0.808154545	0.346886231	100	0.488	0	2.22	100	3.640782087
3.640521038	0.809549091	0.344630269	100	1.064	0	2.32	100	3.640521038
3.64047231	0.054587273	0.99702023	100	3.464	0	2.005	100	3.64047231
3.640040179	0.477994545	0.771521215	100	2.408	0	2.285	100	3.640040179
3.639472633	0.800269091	0.359569382	100	0.92	0	2.14	100	3.639472633
3.638504445	0.071698182	0.994859371	100	4.088	0	2.31	100	3.638504445
3.638363727	0.457923636	0.790305943	100	2.888	0	2.14	100	3.638363727
3.637766964	0.013690909	0.999812559	100	2.456	0	2.365	100	3.637766964
3.637311164	0.792830909	0.37141915	100	0.536	0	2.39	100	3.637311164
3.635519558	0.606432727	0.632239347	100	1.832	0	2.02	100	3.635519558
3.634843245	0.506827273	0.743126116	100	3.944	0	2.055	100	3.634843245
3.632640268	0.470221818	0.778891442	100	3.56	0	2.1	100	3.632640268
3.632561428	0.314558182	0.90105315	100	3.032	0	2.22	100	3.632561428
3.631800752	0.577561818	0.666422346	100	2.552	0	2.075	100	3.631800752
3.631582706	0.719812727	0.481869638	100	1.304	0	2.13	100	3.631582706
3.631384896	0.19132	0.963396658	100	3.608	0	2.145	100	3.631384896
3.630035537	0.817414545	0.331833461	100	0.68	0	2.285	100	3.630035537
3.628637893	0.585149091	0.657600541	100	1.4	0	2.385	100	3.628637893
3.628497856	0.444229091	0.802660515	100	3.176	0	2.31	100	3.628497856
3.628025778	0.512389091	0.73745742	100	2.312	0	2.5	100	3.628025778
3.626450213	0.162970909	0.973440483	100	2.312	0	2.255	100	3.626450213
3.625041932	0.076654545	0.994124081	100	3.944	0	2.195	100	3.625041932
3.624924731	0.765929091	0.413352628	100	1.064	0	2.095	100	3.624924731
3.623594115	0.560289091	0.686076135	100	2.12	0	2.235	100	3.623594115
3.621355444	0.565369091	0.680357791	100	2.408	0	2.23	100	3.621355444
3.620928098	0.676692727	0.542086953	100	1.592	0	2.395	100	3.620928098
3.620434997	0.000641818	0.999999588	100	5	0	2.45	100	3.620434997
3.619192901	0.677858182	0.540508285	100	2.12	0	2.155	100	3.619192901
3.617479614	0.526525455	0.722770946	100	2.744	0	2.33	100	3.617479614
3.616958728	0.639354545	0.591225765	100	1.064	0	2.45	100	3.616958728
3.616503179	0.460338182	0.788088758	100	2.36	0	2.2	100	3.616503179
3.616025837	0.795334545	0.367442961	100	0.872	0	2.375	100	3.616025837
3.615608519	0.447567273	0.799683536	100	3.656	0	2.115	100	3.615608519
3.614422829	0.847941818	0.280994673	100	0.776	0	2.08	100	3.614422829
3.614166419	0.815149091	0.33553196	100	0.632	0	2.335	100	3.614166419
3.613049305	0.644381818	0.584772072	100	1.832	0	2.12	100	3.613049305
3.612772354	0.477118182	0.772358241	100	2.984	0	2.375	100	3.612772354
3.611998111	0.010861818	0.999882021	100	4.664	0	2.23	100	3.611998111
3.611718008	0.475927273	0.773493231	100	2.072	0	2.175	100	3.611718008
3.611248187	0.718543636	0.483695043	100	0.776	0	2.21	100	3.611248187
3.610356976	0.875343636	0.233773518	100	0.392	0	2.48	100	3.610356976
3.610262843	0.611581818	0.62596768	100	1.88	0	2.38	100	3.610262843
3.609043852	0.702223636	0.506881965	100	1.16	0	2.31	100	3.609043852
3.608512395	0.830972727	0.309484327	100	0.776	0	2.235	100	3.608512395
3.607978449	0.601921818	0.637690125	100	2.36	0	2.06	100	3.607978449
3.607106256	0.018625455	0.999653092	100	3.704	0	2.22	100	3.607106256
3.606485339	0.505861818	0.744103821	100	3.608	0	2.075	100	3.606485339
3.606197556	0.844616364	0.286623198	100	0.536	0	2.105	100	3.606197556
3.606178185	0.508929091	0.74099118	100	2.504	0	2.035	100	3.606178185
3.605697199	0.58094	0.662508716	100	2.696	0	2.34	100	3.605697199
3.60564047	0.699096364	0.511264274	100	1.112	0	2.285	100	3.60564047
3.605458861	0.350912727	0.876860258	100	2.312	0	2.31	100	3.605458861
3.6052297	0.489870909	0.760026492	100	3.752	0	2.11	100	3.6052297
3.604186573	0.075343636	0.994323336	100	2.6	0	2.32	100	3.604186573
3.603961136	0.739314545	0.453414003	100	0.776	0	2.375	100	3.603961136
3.603650763	0.703607273	0.504936806	100	1.352	0	2.045	100	3.603650763
3.602527068	0.032512727	0.998942923	100	3.32	0	2.165	100	3.602527068
3.602471821	0.56096	0.685323878	100	1.304	0	2.315	100	3.602471821
3.601973648	0.544147273	0.703903746	100	2.984	0	2	100	3.601973648
3.601661909	0.699958182	0.510058544	100	1.544	0	2.145	100	3.601661909
3.600673429	0.545783636	0.702120222	100	2.744	0	2.155	100	3.600673429
3.60001125	0.569174545	0.676040337	100	1.88	0	2.435	100	3.60001125
3.598926384	0.333385455	0.888854139	100	2.072	0	2.205	100	3.598926384
3.598654273	0.022798182	0.999480243	100	4.184	0	2.005	100	3.598654273
3.597408035	0.703165455	0.505558344	100	1.496	0	2.055	100	3.597408035
3.596079836	0.789714545	0.376350937	100	1.016	0	2.115	100	3.596079836
3.595375255	0.041318182	0.998292808	100	3.224	0	2.4	100	3.595375255
3.594449322	0.648249091	0.579773116	100	1.16	0	2.365	100	3.594449322
3.59432465	0.334121818	0.888362611	100	4.472	0	2.04	100	3.59432465
3.593781918	0.00862	0.999925696	100	4.712	0	2.115	100	3.593781918
3.593628802	0.619981818	0.615622545	100	2.072	0	2.145	100	3.593628802
3.592864517	0.415841818	0.827075582	100	2.696	0	2.195	100	3.592864517
3.591974519	0.525210909	0.724153501	100	3.128	0	2.15	100	3.591974519
3.59098497	0.517916364	0.73176264	100	3.128	0	2.09	100	3.59098497
3.589605357	0.854947273	0.269065161	100	0.44	0	2.03	100	3.589605357
3.589412147	0.000161818	0.999999974	100	4.472	0	2.26	100	3.589412147
3.58862224	0.741818182	0.449705785	100	0.536	0	2.385	100	3.58862224
3.588232001	0.50862	0.741305696	100	4.088	0	2.015	100	3.588232001
3.58817321	0.222030909	0.950702275	100	2.504	0	2.26	100	3.58817321
3.587693756	0.709552727	0.496534927	100	1.16	0	2.25	100	3.587693756
3.585552641	0.50816	0.741773414	100	2.936	0	2.165	100	3.585552641
3.585118671	0.784754545	0.384160303	100	0.536	0	2.4	100	3.585118671
3.583541949	0.105752727	0.988816361	100	2.696	0	2.425	100	3.583541949
3.582427989	0.572834545	0.671860584	100	2.648	0	2.075	100	3.582427989
3.582045436	0.818856364	0.329474256	100	0.68	0	2.265	100	3.582045436
3.581348798	0.623849091	0.610812312	100	1.112	0	2.465	100	3.581348798
3.581272247	0.798781818	0.361947607	100	0.584	0	2.28	100	3.581272247
3.58102081	0.110196364	0.987856761	100	4.184	0	2.06	100	3.58102081
3.579869789	0.534610909	0.714191176	100	2.84	0	2.245	100	3.579869789
3.579210212	0.625572727	0.608658763	100	1.112	0	2.455	100	3.579210212
3.577769366	0.566747273	0.678797529	100	3.656	0	2.03	100	3.577769366
3.577757956	0.713945455	0.490281888	100	1.112	0	2.25	100	3.577757956
3.577755569	0.56816	0.677194214	100	2.888	0	2.015	100	3.577755569
3.577662286	0.775785455	0.398156929	100	0.968	0	2.29	100	3.577662286
3.577558729	0.502029091	0.747966792	100	2.648	0	2.06	100	3.577558729
3.57729506	0.541258182	0.707039581	100	3.08	0	2	100	3.57729506
3.574542981	0.509481818	0.740428277	100	2.792	0	2.425	100	3.574542981
3.574081517	0.808892727	0.345692556	100	0.872	0	2.195	100	3.574081517
3.572963646	0.737861818	0.455559937	100	0.92	0	2.375	100	3.572963646
3.572658929	0.685961818	0.529456384	100	1.688	0	2.26	100	3.572658929
3.572250347	0.571527273	0.673356577	100	2.936	0	2	100	3.572250347
3.571063637	0.807696364	0.347626584	100	1.016	0	2.025	100	3.571063637
3.570538717	0.005767273	0.999966739	100	3.224	0	2.325	100	3.570538717
3.569874237	0.690618182	0.523046527	100	2.024	0	2.34	100	3.569874237
3.569297011	0.572265455	0.67251225	100	1.832	0	2.305	100	3.569297011
3.568403987	0.795416364	0.367312808	100	0.728	0	2.205	100	3.568403987
3.568020533	0.791543636	0.373458672	100	1.256	0	2.035	100	3.568020533
3.567807929	0.009545455	0.999908884	100	1.976	0	2.415	100	3.567807929
3.567340471	0.556474545	0.69033608	100	2.6	0	2.01	100	3.567340471
