r_err:mag:sus:N:T:h:gamma:n:no_h_err
0.13563052653684352:0.001030909090909091:0.9999989372264458:100:4.5680000000000005:0.0:4.609999999999999:100:0.12189301412015521
1.4396138030833117:0.010516363636363636:0.9998894060958676:100:1.4:0.0:2.84:100:1.3406317060289752
0.08703148135121755:0.0009254545454545455:0.9999991435338849:100:3.032:0.0:2.81:100:0.0792712389410492
25.12359529355425:0.7203963636363636:0.48102907925950417:100:0.776:0.0:2.66:100:24.14453455097588
0.08121601176753203:0.0023454545454545455:0.9999944988429758:100:2.072:0.0:4.699999999999999:100:0.07521983475914713
12.65094614877973:0.5692381818181819:0.6759678923603307:100:1.4:0.0:2.45:100:11.227511599318241
5.5060303614657125:0.57828:0.6655922416000005:100:1.688:0.0:2.51:100:4.999708337752721
0.08821922069737935:0.003227272727272727:0.9999895847107438:100:1.784:0.0:3.95:100:0.08225981364099778
8.790762871827921:0.019745454545454545:0.9996101170247942:100:0.968:0.0:2.99:100:8.282564880477427
0.08958706891142743:0.0001490909090909091:0.999999977771901:100:4.472:0.0:2.66:100:0.08175991560943492
0.10161381340580904:0.001770909090909091:0.9999968638809914:100:3.224:0.0:4.58:100:0.09120912747342544
0.1022197468910665:0.0015527272727272727:0.9999975890380165:100:4.328:0.0:2.99:100:0.09280425746180995
0.10984774394252858:0.0010781818181818182:0.9999988375239667:100:4.808000000000001:0.0:2.99:100:0.09954984344576939
0.10239809123503499:0.00424:0.9999820223999997:100:3.8960000000000004:0.0:2.54:100:0.09217885535733847
2.4252824423387502:0.002898181818181818:0.9999916005421489:100:4.232:0.0:2.7199999999999998:100:2.235213297316209
0.08558891996142227:0.0015890909090909091:0.9999974747900828:100:3.224:0.0:4.67:100:0.07798245860798368
0.0991857272625231:0.0001709090909090909:0.9999999707900826:100:4.088:0.0:4.13:100:0.08972935403428574
2.3417222654098304:0.005912727272727273:0.999965039656198:100:1.928:0.0:2.66:100:2.0531992798639447
0.139201243074859:0.0003381818181818182:0.9999998856330581:100:4.808000000000001:0.0:3.65:100:0.12544237865776034
0.6450913381932675:0.0013745454545454545:0.9999981106247933:100:2.024:0.0:3.3499999999999996:100:0.6222397224464079
9.161164249858404:0.6899618181818182:0.5239526894512397:100:0.8240000000000001:0.0:2.36:100:8.4949855876058
0.09520373656527133:0.0011654545454545455:0.9999986417157019:100:4.5680000000000005:0.0:2.84:100:0.085839324311438
0.08358551096569584:0.0011890909090909092:0.9999985860628094:100:2.8880000000000003:0.0:2.9:100:0.07707988557817229
0.0885934686995018:0.001869090909090909:0.9999965064991729:100:2.168:0.0:4.82:100:0.0817351809516286
5.123524903394713:0.8351127272727272:0.30258673274710735:100:0.392:0.0:2.45:100:4.855400876441877
7.1173227324317425:0.41763636363636364:0.8255798677685953:100:2.9360000000000004:0.0:2.24:100:5.787421252826748
0.09368099300356762:0.0018036363636363636:0.9999967468958687:100:2.696:0.0:4.67:100:0.08498565164788331
0.09879758012896725:0.0008709090909090909:0.9999992415173551:100:3.2720000000000002:0.0:4.73:100:0.08905268882513434
1.5920997238855312:0.7400872727272727:0.4522708287471075:100:0.248:0.0:2.48:100:1.432188764781828
0.11728505558928597:0.0012381818181818182:0.9999984669057851:100:4.136:0.0:4.76:100:0.10453341792843555
0.9098121600460772:0.0004181818181818182:0.999999825123967:100:1.64:0.0:3.26:100:0.8465253277599285
110.90580630305355:0.7100254545454545:0.4958638538975203:100:0.776:0.0:2.87:100:102.23288960088925
2.4339511135835354:0.49339636363636363:0.756560028350413:100:0.248:0.0:4.25:100:2.195855992929418
0.09121764173872547:0.0019272727272727273:0.9999962856198343:100:2.8880000000000003:0.0:3.65:100:0.08247292044403637
0.08396157884985794:0.00024363636363636362:0.9999999406413224:100:2.4560000000000004:0.0:4.67:100:0.07747158017008643
45.754624103421044:0.004049090909090909:0.9999836048628102:100:0.728:0.0:4.73:100:44.26619829992283
0.11570310763502036:0.00035272727272727273:0.9999998755834711:100:3.8000000000000003:0.0:4.76:100:0.10506915595160196
0.07857522183823265:0.0011690909090909091:0.9999986332264456:100:2.8400000000000003:0.0:4.43:100:0.07195896950756099
5.002548266882713:0.6011963636363636:0.6385629323504132:100:1.16:0.0:2.7199999999999998:100:4.5880128148090265
110.6112295661034:0.018314545454545455:0.9996645774247935:100:0.776:0.0:4.58:100:108.73639266893102
3.5355028446064822:0.0033454545454545456:0.9999888079338838:100:1.304:0.0:4.279999999999999:100:3.370702289620112
0.08651970629840222:0.002310909090909091:0.9999946596991734:100:3.608:0.0:3.6799999999999997:100:0.07801388733791083
9.821165947765486:0.0026054545454545453:0.999993211606612:100:1.304:0.0:3.86:100:9.691751825856628
0.10623092509368808:0.0010509090909090908:0.9999988955900827:100:3.656:0.0:3.56:100:0.09502043000806254
0.13598055324126618:0.00056:0.9999996864000003:100:4.5680000000000005:0.0:3.41:100:0.1236122365944273
0.08815767524899897:0.0010636363636363636:0.9999988686776855:100:3.08:0.0:3.38:100:0.08003874699137475
0.07669704133073202:0.0014672727272727272:0.999997847110744:100:2.9840000000000004:0.0:3.5:100:0.07042199878013697
31.890550289397826:0.023941818181818182:0.9994267893421485:100:3.5120000000000005:0.0:2.03:100:29.10015336963706
0.078751316549481:7.272727272727272e-06:0.9999999999471079:100:2.12:0.0:4.34:100:0.07164899452884739
0.10116001127007898:0.0028272727272727273:0.9999920065289253:100:2.12:0.0:3.2:100:0.09504465805884198
1.3434413372958052:0.002809090909090909:0.9999921090082642:100:1.448:0.0:3.74:100:1.2963644135819667
0.13077963950874888:0.0009436363636363636:0.999999109550413:100:2.216:0.0:4.46:100:0.1232738576083626
0.08673436023009978:0.0008:0.9999993600000006:100:2.7920000000000003:0.0:4.13:100:0.07813644531880487
0.4783913479322116:0.0012872727272727272:0.9999983429289255:100:1.64:0.0:4.73:100:0.46890197394053423
112.32114882625058:0.4288672727272727:0.8160728623834711:100:0.392:0.0:4.67:100:111.00174371833184
82.50123814886334:0.0511:0.9973887899999998:100:0.9199999999999999:0.0:3.4699999999999998:100:66.36821448779247
2.363965367066234:0.47760363636363634:0.771894766532231:100:0.29600000000000004:0.0:4.76:100:2.1294248915380245
0.08290301240392679:0.0006927272727272727:0.999999520128926:100:2.6:0.0:4.3100000000000005:100:0.07453298887516041
1.2536698896898655:0.7806927272727273:0.3905188655834711:100:0.2:0.0:2.57:100:1.127324828821123
0.08276443648021864:0.002916363636363636:0.9999914948231405:100:1.832:0.0:4.76:100:0.07502874824600354
3.1976715573991843:0.7135090909090909:0.49090477719008285:100:0.6799999999999999:0.0:2.7199999999999998:100:2.863971910795336
1.4627411032425344:0.0033236363636363637:0.9999889534413224:100:1.256:0.0:4.699999999999999:100:1.4386052063724288
0.1163576422275538:0.0001309090909090909:0.9999999828628101:100:3.608:0.0:4.16:100:0.10513281415719516
0.09017601491641662:0.003861818181818182:0.9999850863603303:100:3.5120000000000005:0.0:3.95:100:0.08186683429743798
4.167998442409421:0.0036436363636363637:0.9999867239140499:100:0.8720000000000001:0.0:3.44:100:3.9472080812335153
18.86955244086622:0.49311636363636363:0.7568362519140497:100:2.168:0.0:2.36:100:16.764617948994083
0.0887636168599072:0.0010654545454545454:0.9999988648066109:100:4.232:0.0:2.7800000000000002:100:0.08034185277758785
3.1404725555761077:0.009201818181818183:0.9999153265421492:100:1.16:0.0:4.52:100:2.979862159412689
0.10588598614133056:0.0005872727272727273:0.9999996551107428:100:3.3200000000000003:0.0:3.62:100:0.09566177390656558
0.0757431406483367:0.0008690909090909091:0.9999992446809912:100:3.176:0.0:2.99:100:0.06986406698478892
0.13959037742572916:0.003576363636363636:0.9999872096231402:100:4.664000000000001:0.0:2.15:100:0.1314924144014837
0.1126093856126363:0.0014436363636363637:0.9999979159140492:100:4.952:0.0:3.38:100:0.10071745444342069
4.349944604987665:0.19969636363636364:0.9601213623504131:100:2.648:0.0:2.33:100:3.948926389198814
1.5384105665640913:0.014572727272727272:0.9997876356198346:100:1.784:0.0:2.75:100:1.365927288076202
7.301766339678566:0.0011690909090909091:0.9999986332264458:100:1.208:0.0:4.13:100:7.091032458705694
3.4910372054332552:0.0002781818181818182:0.9999999226148761:100:1.4:0.0:4.43:100:3.337850209210236
3.6867547678786092:0.8051727272727273:0.3516968792561983:100:0.536:0.0:2.96:100:3.422169903489861
2.3194141894854767:0.002067272727272727:0.9999957263834709:100:1.928:0.0:3.41:100:2.135738428548466
1.0760371991806361:0.008272727272727272:0.9999315619834709:100:1.64:0.0:3.11:100:1.0017869458140884
30.46494907012986:0.6489563636363637:0.5788556380958679:100:2.024:0.0:2.42:100:27.89935079650001
0.38024010790064233:0.0009363636363636363:0.9999991232231403:100:4.424:0.0:2.57:100:0.34003490616615356
0.12351046316292152:0.0027436363636363635:0.999992472459504:100:3.704:0.0:4.91:100:0.11381771013387727
0.0991254807450829:0.0006981818181818182:0.9999995125421486:100:3.3200000000000003:0.0:3.8899999999999997:100:0.0898534460597786
0.12430922402452423:0.0007963636363636364:0.9999993658049589:100:3.56:0.0:4.85:100:0.11320203291885467
21.243280652668858:0.034441818181818185:0.9988137611603303:100:1.64:0.0:3.4699999999999998:100:21.00877414961964
0.09035981659961653:0.00029454545454545456:0.9999999132429749:100:3.656:0.0:3.29:100:0.08252274135970845
1.704588444942498:0.7255054545454546:0.4736418354247935:100:0.2:0.0:2.7199999999999998:100:1.5331676963314504
1.9949011354436652:0.17376181818181818:0.9698068305421488:100:0.2:0.0:4.1:100:1.7948824471818
3.115614682587189:0.7365072727272727:0.45755703721983454:100:1.16:0.0:2.18:100:2.7967593970557507
0.16148961635694709:0.001469090909090909:0.9999978417719001:100:1.4:0.0:4.58:100:0.15570051066222196
15.860121138891698:0.5012436363636363:0.7487548170049586:100:0.632:0.0:4.279999999999999:100:15.436908352169308
25.691872387243254:0.0023563636363636365:0.9999944475504138:100:1.016:0.0:3.74:100:24.848499838271845
0.09550198178092069:2.909090909090909e-05:0.9999999991537196:100:1.448:0.0:4.699999999999999:100:0.08838357446616847
1.5033029195200178:0.7975581818181818:0.3639009466148761:100:0.2:0.0:2.66:100:1.3520096865781792
0.11923105414307948:0.0031472727272727273:0.9999900946743809:100:4.376:0.0:3.8899999999999997:100:0.10670067442663325
0.07103971078583533:0.0018418181818181819:0.9999966077057848:100:2.5040000000000004:0.0:3.74:100:0.06455435095637423
2.7214583429463635:0.04819818181818182:0.997676935269422:100:1.976:0.0:3.1399999999999997:100:2.3866379115865617
0.08147416572560821:0.0005436363636363637:0.9999997044595043:100:1.88:0.0:4.67:100:0.07528291436107065
0.10273506331559991:0.0012872727272727272:0.9999983429289255:100:4.808000000000001:0.0:3.44:100:0.09290000861656385
0.06986075927771107:0.00094:0.9999991164:100:1.88:0.0:3.6799999999999997:100:0.06489803513710625
0.08016797539636458:0.0010145454545454546:0.9999989706975206:100:2.8400000000000003:0.0:3.8:100:0.07240031620041315
13.836509106945007:0.5877472727272727:0.6545531434016524:100:0.728:0.0:3.3499999999999996:100:13.466877412252828
2.529959268323641:0.4943981818181818:0.7555704378148762:100:2.8880000000000003:0.0:2.06:100:2.2594409249651255
0.09449196208084293:0.00021454545454545454:0.9999999539702479:100:3.4640000000000004:0.0:3.92:100:0.08572986835434852
0.08338198246501345:0.0008127272727272727:0.9999993394743804:100:3.656:0.0:3.4699999999999998:100:0.07599915184587747
0.6679399952562286:0.0032945454545454545:0.999989145970248:100:3.128:0.0:2.3:100:0.5827059114300107
1.2296607175461678:0.02467090909090909:0.9993913462446286:100:1.208:0.0:3.26:100:1.1702863116847597
0.10842434457023381:0.0007145454545454546:0.999999489424793:100:3.704:0.0:3.92:100:0.09814265341881806
0.11526366065691368:0.00021272727272727272:0.9999999547471075:100:3.8960000000000004:0.0:4.55:100:0.10431073182212668
0.32591354117304033:0.0017636363636363637:0.9999968895867773:100:3.3680000000000003:0.0:2.42:100:0.2976502750518823
0.08403699000982005:0.001209090909090909:0.9999985380991735:100:4.712000000000001:0.0:2.69:100:0.07580879214944634
1.3984410120111648:0.21075272727272729:0.955583287947107:100:2.8400000000000003:0.0:2.21:100:1.0883069833300034
0.09248951975047168:0.00011818181818181818:0.9999999860330576:100:4.5680000000000005:0.0:2.7800000000000002:100:0.08424008879031242
91.5724929862449:0.625670909090909:0.6085359135173557:100:1.208:0.0:2.7199999999999998:100:86.0013084241773
0.10426541204132633:0.0006381818181818182:0.9999995927239669:100:3.9920000000000004:0.0:3.08:100:0.09426800344612193
3.017819081040746:0.11671818181818182:0.9863768660330575:100:2.6:0.0:2.63:100:2.670916992616478
0.0837443469554152:0.00042181818181818184:0.9999998220694207:100:2.3120000000000003:0.0:4.279999999999999:100:0.07630447690040017
0.08683172827155933:0.0002709090909090909:0.9999999266082643:100:2.552:0.0:3.95:100:0.07867459330480298
19.12018020876444:0.4555109090909091:0.7925098116991732:100:2.5040000000000004:0.0:2.69:100:16.67555035905188
4.888979051195962:0.000990909090909091:0.9999990180991734:100:1.544:0.0:4.13:100:4.633828385744384
0.08362203736899455:0.00045454545454545455:0.9999997933884299:100:2.2640000000000002:0.0:4.9399999999999995:100:0.07633551135070549
12.252884967402153:0.46212545454545456:0.7864400642611566:100:3.128:0.0:2.09:100:9.719465598852494
0.11046557060740872:0.0014854545454545454:0.9999977934247937:100:2.552:0.0:4.699999999999999:100:0.10081595000587121
0.10527020474988931:0.001129090909090909:0.9999987251537191:100:3.656:0.0:4.04:100:0.09475837506312233
122.19776210153074:0.004021818181818182:0.9999838249785121:100:0.776:0.0:3.8:100:119.81048859318746
0.11384982209709184:0.0013236363636363636:0.9999982479867767:100:4.328:0.0:3.02:100:0.10331193899836225
0.07211861050989514:0.00042727272727272726:0.9999998174380161:100:2.216:0.0:4.34:100:0.06582610544368027
0.07982412465227103:0.00272:0.9999926015999998:100:2.12:0.0:4.16:100:0.07271503942120673
0.09956570447751704:0.0006654545454545455:0.9999995571702474:100:2.6:0.0:4.4:100:0.08928926220231355
2.891991843432277:0.7473563636363636:0.4414584657322315:100:0.48800000000000004:0.0:2.87:100:2.6071116036569735
0.07515835782015477:0.00112:0.9999987455999999:100:2.744:0.0:3.77:100:0.06861519182156363
0.07512739389494041:0.00032727272727272726:0.9999998928925624:100:2.8400000000000003:0.0:3.08:100:0.06799448061573897
0.09209602568794648:0.00042181818181818184:0.9999998220694211:100:2.648:0.0:3.5300000000000002:100:0.08339655678210933
0.11850578655183375:0.002789090909090909:0.9999922209719017:100:3.4160000000000004:0.0:4.1:100:0.10771461843063286
0.09178127303630353:9.090909090909091e-06:0.9999999999173544:100:4.136:0.0:4.1899999999999995:100:0.0825824793118446
10.538083630891977:0.7160509090909091:0.4872710955900828:100:1.016:0.0:2.66:100:9.978541255129349
7.03250046334547:0.5297454545454545:0.7193697533884298:100:0.536:0.0:4.37:100:6.561596588190788
50.09906986886817:0.4860927272727273:0.7637138604925618:100:3.3680000000000003:0.0:2.06:100:41.48918925867788
0.1623971024143563:0.0001418181818181818:0.999999979887603:100:4.424:0.0:4.58:100:0.1464031723093438
0.0958948390920657:0.0007236363636363636:0.999999476350413:100:3.8000000000000003:0.0:3.6799999999999997:100:0.08697126735589181
0.07386071062634333:0.0003090909090909091:0.9999999044628094:100:2.024:0.0:3.59:100:0.06766847379679025
3.08177381640403:0.07785454545454545:0.9939386697520662:100:4.424:0.0:2.15:100:2.728529659543286
0.08716737323914281:0.0014818181818181818:0.9999978042148758:100:1.976:0.0:3.6799999999999997:100:0.08061515380482628
3.1395195323224723:0.8874327272727273:0.21246315456528928:100:0.34400000000000003:0.0:2.33:100:2.9316892820161407
0.0780325473488452:0.0020490909090909093:0.9999958012264463:100:2.3600000000000003:0.0:3.74:100:0.07189544741381593
0.4112600840177318:0.03409636363636363:0.9988374379867766:100:3.704:0.0:2.36:100:0.4057168194184678
0.0709799750940037:0.0023945454545454548:0.9999942661520659:100:2.3600000000000003:0.0:4.25:100:0.06527374320380112
0.28991525861795:0.007372727272727273:0.9999456428925627:100:4.760000000000001:0.0:2.21:100:0.28152705379957893
0.10215648712909918:0.00114:0.9999987003999999:100:3.8000000000000003:0.0:2.3:100:0.09510752946259247
879.8440272908019:0.0009109090909090909:0.9999991702446285:100:0.728:0.0:4.52:100:857.8114671207802
0.11856160761802514:0.00020545454545454545:0.9999999577884295:100:4.808000000000001:0.0:4.16:100:0.10762520771426584
0.15153669283286958:0.0014636363636363636:0.9999978577685946:100:5.0:0.0:4.49:100:0.13719017393159497
0.10815873467143046:0.0005963636363636364:0.9999996443504133:100:3.8480000000000003:0.0:3.92:100:0.09823682465883915
5.705636857521398:0.6007145454545455:0.6391420348793394:100:1.4:0.0:2.54:100:4.59177948974861
1.0699680663650255:0.0003781818181818182:0.9999998569785126:100:4.04:0.0:2.7800000000000002:100:1.013760564126743
0.09455694583802457:4.7272727272727275e-05:0.9999999977652896:100:2.9840000000000004:0.0:3.8899999999999997:100:0.08510752142372079
0.0949241333186123:0.0018436363636363637:0.9999966010049585:100:3.7520000000000002:0.0:3.4699999999999998:100:0.08585327537478701
0.1002692517189643:0.0017836363636363635:0.9999968186413224:100:3.9920000000000004:0.0:3.38:100:0.08859815438241468
8.118893656465392:0.6109290909090909:0.6267656458809916:100:0.44:0.0:4.79:100:7.72374853791246
16.968852290898237:0.51012:0.7397775856000003:100:0.6799999999999999:0.0:4.49:100:16.17899286244107
84.44248439691779:0.003916363636363636:0.9999846620958681:100:0.9199999999999999:0.0:4.49:100:80.43517774571866
0.0768114529600773:0.0002963636363636364:0.9999999121685955:100:3.128:0.0:2.9:100:0.071119149219894
0.09984014981389301:0.0008236363636363636:0.9999993216231409:100:5.0:0.0:2.96:100:0.09034922465080539
0.0771214881931807:0.0005236363636363636:0.9999997258049584:100:1.832:0.0:4.609999999999999:100:0.07109725310776589
0.08628428609557685:0.0007163636363636364:0.9999994868231398:100:3.9440000000000004:0.0:3.3499999999999996:100:0.07886332254053438
5.118864463742355:0.0033363636363636364:0.9999888686776855:100:1.64:0.0:3.23:100:5.006928381961746
11.221929844042146:0.24286545454545455:0.9410163709884298:100:1.592:0.0:3.4699999999999998:100:8.436164357137852
5.282554755096419:0.0021636363636363637:0.9999953186776858:100:4.6160000000000005:0.0:2.09:100:5.241240165211144
20.474778468085898:0.0032509090909090908:0.9999894315900822:100:3.08:0.0:2.48:100:19.397823664153382
0.10741667010669304:0.00042181818181818184:0.9999998220694217:100:3.9440000000000004:0.0:3.5300000000000002:100:0.09736088618250949
