r_err,mag,sus,N,T,h,gamma,n,no_h_err,model
2.147503712,0.413084364,0.000234064,2500,2.024,0,2.66,50,2.104635787,SF
0.370712063,0.019385309,4.85E-05,2500,4.424,0,4.94,50,0.363189815,SF
0.33122019,0.020123055,5.50E-05,2500,4.232,0,3.86,50,0.324550318,SF
0.18826153,0.037591636,0.000285312,2500,2.6,0,3.44,50,0.184382164,SF
0.341263432,0.019787491,5.37E-05,2500,4.136,0,4.52,50,0.334403555,SF
0.421203845,0.018854473,4.11E-05,2500,5,0,4.94,50,0.412697071,SF
2.725196498,0.695911564,0.000449016,2500,0.488,0,2.9,50,2.670711084,SF
0.284162493,0.272160945,0.00275506,2500,0.872,0,4.88,50,0.278799236,SF
3.191087935,0.292687927,0.000111379,2500,4.136,0,2.42,50,3.127346788,SF
2.347817208,0.550398691,0.000281064,2500,1.256,0,2.78,50,2.300912904,SF
0.398582433,0.019134182,4.32E-05,2500,4.808,0,4.28,50,0.390606395,SF
1.045665765,0.429118909,0.000999974,2500,0.872,0,4.1,50,1.024838067,SF
0.168808211,0.032513527,0.000285196,2500,2.12,0,3.98,50,0.165296703,SF
0.96820839,0.300970764,0.000501021,2500,1.736,0,3.38,50,0.949033668,SF
0.385743643,0.0190384,4.51E-05,2500,4.616,0,4.82,50,0.377941353,SF
2.554207775,0.499235273,7.25E-05,2500,3.848,0,2,50,2.503164699,SF
0.17682955,0.029344364,0.00022736,2500,2.12,0,4.28,50,0.173141833,SF
0.197637005,0.026218545,0.000165205,2500,2.408,0,4.58,50,0.193587647,SF
0.239469868,0.024494327,0.000101999,2500,3.368,0,3.68,50,0.234614092,SF
0.175836291,0.027182618,0.000201063,2500,2.024,0,4.7,50,0.172219525,SF
0.28168155,0.022070255,6.78E-05,2500,4.136,0,3.38,50,0.276008514,SF
0.225382986,0.027118036,0.00012609,2500,3.368,0,3.32,50,0.220847996,SF
2.170333703,0.492157309,0.003396905,2500,0.488,0,5,50,2.126949569,SF
2.495778408,0.702680436,0.000158224,2500,1.064,0,2.3,50,2.44587178,SF
2.121146731,0.810147345,0.000110854,2500,0.968,0,2.18,50,2.07873614,SF
1.354427796,0.465609309,0.000772223,2500,0.872,0,4.04,50,1.327402679,SF
1.30765259,0.387795491,0.001003858,2500,0.872,0,3.92,50,1.281564053,SF
1.561821433,0.798345164,0.000113648,2500,0.872,0,2,50,1.530590564,SF
0.157303964,0.160394473,0.000899469,2500,2.024,0,3.32,50,0.154037963,SF
0.336953287,0.020141091,4.81E-05,2500,4.904,0,3.44,50,0.330182608,SF
0.347197308,0.0194192,5.21E-05,2500,4.136,0,4.88,50,0.340214707,SF
2.848830601,0.484598255,0.00011965,2500,2.696,0,2.3,50,2.791903648,SF
2.224089325,0.5307872,0.00077948,2500,0.584,0,3.92,50,2.179630318,SF
0.156624294,0.031662836,0.000308927,2500,1.832,0,4.64,50,0.153354144,SF
3.021340407,0.478882036,7.75E-05,2500,3.752,0,2.12,50,2.960949166,SF
1.045976462,0.412268364,0.001499279,2500,0.68,0,4.64,50,1.025116851,SF
2.752693235,0.479694764,8.40E-05,2500,3.56,0,2.06,50,2.697689691,SF
0.200069231,0.032324218,0.000208005,2500,2.792,0,3.62,50,0.195998651,SF
2.169650014,0.126930982,0.00741472,2500,0.2,0,4.64,50,2.126305223,SF
0.144622698,0.069433309,0.00112642,2500,1.736,0,3.86,50,0.141604789,SF
1.427944166,0.401904945,0.000489398,2500,1.352,0,3.26,50,1.399483922,SF
0.197646352,0.025686618,0.000163229,2500,2.312,0,5,50,0.193582242,SF
0.207048126,0.026068291,0.000133645,2500,2.888,0,3.86,50,0.202815336,SF
0.18085566,0.027113891,0.000201042,2500,2.024,0,5,50,0.177111165,SF
2.262816186,0.175187418,0.010879486,2500,0.296,0,4.46,50,2.217579839,SF
1.265263168,0.2827088,0.000256933,2500,2.6,0,2.84,50,1.240145039,SF
0.229361041,0.022772945,0.000111491,2500,2.696,0,4.94,50,0.224655506,SF
0.238198631,0.023118327,0.000106942,2500,2.888,0,4.34,50,0.233365423,SF
0.320852583,0.020076145,5.98E-05,2500,3.752,0,4.94,50,0.314369442,SF
0.349851225,0.019902473,4.89E-05,2500,4.52,0,4.04,50,0.342818645,SF
2.502754687,0.604165964,8.96E-05,2500,2.504,0,2,50,2.45272364,SF
2.339965221,0.536089455,8.34E-05,2500,3.176,0,2.06,50,2.293214095,SF
0.287955904,0.020853964,7.22E-05,2500,3.464,0,4.7,50,0.282119236,SF
2.540947776,0.631854982,0.001104361,2500,0.392,0,3.62,50,2.490153914,SF
2.070304898,0.496455927,0.000858047,2500,0.68,0,4.22,50,2.028928112,SF
1.60130131,0.829284364,0.000119411,2500,0.68,0,2.06,50,1.569293251,SF
0.173197819,0.085613745,0.000678456,2500,2.024,0,3.86,50,0.16962415,SF
1.505490355,0.370549818,0.000316704,2500,1.832,0,3.14,50,1.47549111,SF
0.199453939,0.144342982,0.000334474,2500,3.08,0,2.96,50,0.195632323,SF
1.887600348,0.751763855,0.000427874,2500,0.296,0,2.66,50,1.850272409,SF
2.964555373,0.502389673,9.37E-05,2500,3.08,0,2.12,50,2.905295638,SF
0.447286413,0.113075491,0.001542816,2500,1.544,0,4.16,50,0.438706104,SF
0.329964878,0.019986545,5.76E-05,2500,3.944,0,4.16,50,0.323310313,SF
2.660409537,0.530148582,0.00018423,2500,1.736,0,2.6,50,2.607253567,SF
0.297068849,0.0208328,6.56E-05,2500,3.656,0,4.34,50,0.291077739,SF
0.330681894,0.0197488,5.72E-05,2500,3.944,0,4.4,50,0.323999334,SF
0.368253378,0.019365455,4.63E-05,2500,4.616,0,4.34,50,0.360885169,SF
0.259356056,0.023765018,8.56E-05,2500,3.752,0,3.5,50,0.254071258,SF
0.108007424,0.221257891,0.00268571,2500,1.064,0,5,50,0.10560232,SF
0.108868056,0.244310109,0.00247812,2500,1.16,0,4.22,50,0.108386386,SF
0.272557253,0.021305236,7.92E-05,2500,3.272,0,4.4,50,0.267006047,SF
2.160554976,0.7680816,0.000108724,2500,1.16,0,2.12,50,2.117353691,SF
2.455368076,0.290897309,0.000122246,2500,3.944,0,2.42,50,2.406375534,SF
2.717048693,0.537912291,0.000109633,2500,2.504,0,2.18,50,2.662742726,SF
0.172332658,0.032679927,0.000294303,2500,2.024,0,4.4,50,0.168786669,SF
2.741982045,0.607762109,0.000103997,2500,2.216,0,2.12,50,2.687171492,SF
1.815134929,0.341288655,0.000158257,2500,2.984,0,2.6,50,1.778947318,SF
0.308970199,0.020335709,6.66E-05,2500,3.56,0,4.94,50,0.302729207,SF
0.194115244,0.042279418,0.000351272,2500,2.504,0,3.8,50,0.190140018,SF
0.442539168,0.018379709,3.92E-05,2500,5,0,5,50,0.433632394,SF
0.239660025,0.02304,9.97E-05,2500,3.08,0,3.8,50,0.234752286,SF
2.313538058,0.253431127,0.000119848,2500,4.328,0,2.48,50,2.267407268,SF
2.070030427,0.3657896,0.023718723,2500,0.2,0,3.92,50,2.028691069,SF
0.265600962,0.022232945,7.89E-05,2500,3.56,0,3.92,50,0.260212485,SF
1.895273994,0.770794473,0.000104591,2500,1.16,0,2,50,1.857373738,SF
2.115948053,0.797387709,0.000169268,2500,0.584,0,2.3,50,2.073653729,SF
0.157292308,0.032678545,0.000326275,2500,1.832,0,4.46,50,0.153984654,SF
2.632668454,0.582978618,0.000333986,2500,0.968,0,2.96,50,2.580043571,SF
0.184240243,0.029094036,0.000215315,2500,2.216,0,4.22,50,0.180479245,SF
2.943508692,0.469433382,7.42E-05,2500,4.04,0,2,50,2.884684574,SF
2.746202712,0.651316291,0.000381798,2500,0.68,0,3.2,50,2.691294049,SF
0.358521571,0.020428364,4.95E-05,2500,4.904,0,3.86,50,0.351319799,SF
1.990907609,0.2568272,0.016570923,2500,0.2,0,3.74,50,1.951146212,SF
0.251263817,0.022241236,9.80E-05,2500,2.792,0,4.94,50,0.246140341,SF
2.98220419,0.225192073,0.000106219,2500,4.616,0,2.48,50,2.92268842,SF
0.328923635,0.020427782,5.49E-05,2500,4.328,0,3.98,50,0.322289255,SF
1.734265351,0.247014909,0.000154704,2500,3.752,0,2.6,50,1.699776637,SF
1.608304007,0.471361164,0.000131472,2500,2.408,0,2.06,50,1.5762238,SF
0.674851418,0.212754036,0.000566028,2500,2.024,0,3.2,50,0.661686009,SF
0.157499368,0.114646836,0.001181628,2500,2.12,0,3.32,50,0.154204947,SF
1.932522898,0.424778109,0.000275664,2500,1.736,0,2.78,50,1.893960316,SF
2.311666322,0.458401745,0.000111346,2500,2.984,0,2.3,50,2.265500498,SF
0.287959474,0.020966545,7.14E-05,2500,3.464,0,4.34,50,0.282162502,SF
2.731550633,0.725331055,0.000316617,2500,0.488,0,2.84,50,2.676945119,SF
0.363755932,0.019411636,5.16E-05,2500,4.136,0,4.64,50,0.35646407,SF
1.883262464,0.824548291,9.60E-05,2500,0.968,0,2,50,1.845606411,SF
2.098563635,0.349987855,8.81E-05,2500,4.424,0,2.3,50,2.056695544,SF
2.501639783,0.5338216,0.101859172,2500,0.392,0,3.86,50,2.451632339,SF
2.534800938,0.573952727,0.000234936,2500,1.352,0,2.72,50,2.484146827,SF
2.377354335,0.805258545,0.000444973,2500,0.2,0,2.36,50,2.356722665,SF
3.145319279,0.512816,9.63E-05,2500,3.08,0,2.06,50,3.08244407,SF
2.97576547,0.487856509,7.85E-05,2500,3.656,0,2.06,50,2.916284347,SF
0.930854097,0.413542473,0.000615024,2500,1.256,0,3.56,50,0.912370927,SF
2.631221302,0.682398691,0.000193961,2500,0.968,0,2.42,50,2.578607057,SF
0.257394511,0.022144,9.32E-05,2500,2.984,0,4.64,50,0.252124573,SF
2.070483299,0.575100727,0.000329438,2500,1.064,0,3.08,50,2.029120386,SF
0.221884664,0.035127927,0.000197841,2500,3.176,0,3.38,50,0.217344398,SF
0.285660407,0.021138255,7.72E-05,2500,3.368,0,4.46,50,0.279866979,SF
0.249122599,0.058397236,0.000241223,2500,3.752,0,3.14,50,0.244094998,SF
0.29223212,0.022079564,7.41E-05,2500,3.656,0,4.16,50,0.286286765,SF
2.683146877,0.646435127,0.000463926,2500,0.584,0,3.32,50,2.62950061,SF
2.25260343,0.219646982,0.000115524,2500,4.616,0,2.54,50,2.207733582,SF
0.282133609,0.021371127,6.67E-05,2500,3.944,0,3.68,50,0.276421783,SF
0.117963736,0.094762109,0.00234866,2500,1.352,0,4.7,50,0.115447742,SF
0.170898768,0.047405527,0.000518875,2500,2.216,0,3.5,50,0.167359038,SF
2.730405223,0.529553164,8.02E-05,2500,3.272,0,2,50,2.675829153,SF
2.070266761,0.546313455,0.000357215,2500,1.064,0,3.26,50,2.028905892,SF
1.051661218,0.124374473,0.000382953,2500,2.696,0,3.32,50,1.030959015,SF
2.085936382,0.7077608,0.001863757,2500,0.296,0,2.96,50,2.044327989,SF
1.809524603,0.796872,0.000102163,2500,1.064,0,2,50,1.77333962,SF
0.262484849,0.040262327,0.000169942,2500,4.04,0,3.2,50,0.257177504,SF
0.306984191,0.023527564,6.56E-05,2500,4.712,0,3.2,50,0.300752463,SF
2.044485121,0.4855464,0.000253787,2500,1.64,0,2.72,50,2.003674189,SF
0.311348787,0.048722836,0.000143141,2500,4.808,0,3.14,50,0.305114992,SF
1.452236426,0.289504509,0.000317181,2500,2.216,0,3.08,50,1.423332655,SF
0.274048401,0.022233673,7.92E-05,2500,3.56,0,3.98,50,0.268471879,SF
2.360613659,0.761263127,0.000273148,2500,0.488,0,2.6,50,2.313429926,SF
0.256645979,0.049065236,0.00021661,2500,4.616,0,2.72,50,0.251439787,SF
2.74196276,0.294402909,8.61E-05,2500,4.904,0,2.3,50,2.68722043,SF
0.558641357,0.346434182,0.001538588,2500,0.872,0,4.34,50,0.547617434,SF
0.365275228,0.019445236,4.48E-05,2500,4.808,0,3.86,50,0.357904149,SF
3.129021957,0.399694182,7.59E-05,2500,4.52,0,2.12,50,3.066484749,SF
0.383304507,0.019336945,4.27E-05,2500,4.904,0,4.28,50,0.375601302,SF
0.344721173,0.0200264,5.04E-05,2500,4.52,0,3.68,50,0.337783107,SF
1.589833118,0.480203855,0.000613348,2500,0.968,0,3.74,50,1.558095076,SF
0.163791329,0.113989018,0.001141517,2500,2.12,0,3.56,50,0.160413192,SF
2.774499568,0.664268655,0.000554678,2500,0.584,0,3.14,50,2.719025807,SF
1.327743716,0.844962036,0.000140338,2500,0.488,0,2.06,50,1.301328244,SF
0.349039225,0.019599855,5.42E-05,2500,4.04,0,4.82,50,0.341996037,SF
0.198719476,0.046616,0.000381116,2500,2.792,0,3.26,50,0.194653873,SF
0.278482374,0.022441309,7.54E-05,2500,3.752,0,3.8,50,0.272855455,SF
2.361108563,0.482178327,0.009691718,2500,0.488,0,4.4,50,2.313908208,SF
0.36725984,0.019437236,4.82E-05,2500,4.424,0,4.16,50,0.359826279,SF
1.536575311,0.465345964,0.000456246,2500,1.16,0,3.38,50,1.505923138,SF
0.156194906,0.049442255,0.000631979,2500,1.928,0,3.86,50,0.152920898,SF
1.041916685,0.3476264,0.000540528,2500,1.448,0,3.32,50,1.021229441,SF
2.045455885,0.365149091,0.031743135,2500,0.392,0,4.94,50,2.004584769,SF
0.233333776,0.022882109,0.000105869,2500,2.792,0,4.88,50,0.228588343,SF
2.464151325,0.763421309,0.000307155,2500,0.488,0,2.66,50,2.414900044,SF
3.10139654,0.397828509,0.000107276,2500,3.464,0,2.3,50,3.039413118,SF
2.615694964,0.701669091,0.000334568,2500,0.488,0,2.96,50,2.56339944,SF
2.053942283,0.699295055,9.64E-05,2500,1.736,0,2,50,2.012869833,SF
0.123575638,0.142634473,0.001917084,2500,1.352,0,4.34,50,0.120945065,SF
0.152565708,0.033132,0.000351547,2500,1.736,0,4.88,50,0.149366331,SF
0.363072227,0.019698691,4.74E-05,2500,4.616,0,4.16,50,0.355748182,SF
0.212446506,0.041230036,0.000269937,2500,2.792,0,3.44,50,0.208087092,SF
2.471652226,0.626761673,0.000122937,2500,1.832,0,2.3,50,2.422247572,SF
2.344753504,0.333931491,0.000169218,2500,2.888,0,2.6,50,2.29794741,SF
0.17654286,0.191113164,0.000480609,2500,2.6,0,2.9,50,0.175831497,SF
0.272704908,0.021503055,7.98E-05,2500,3.272,0,4.46,50,0.267184917,SF
0.348990995,0.019709091,5.33E-05,2500,4.328,0,4.7,50,0.341966802,SF
0.380692755,0.019476145,4.72E-05,2500,4.52,0,4.82,50,0.373009589,SF
1.375039809,0.429989891,0.000534326,2500,1.16,0,3.56,50,1.347625792,SF
1.59700847,0.351319709,0.000352873,2500,1.928,0,2.96,50,1.565184312,SF
0.270030631,0.023588145,8.41E-05,2500,3.656,0,3.62,50,0.264570953,SF
0.332468168,0.020638255,5.19E-05,2500,4.616,0,3.74,50,0.325769331,SF
2.450710221,0.522832364,0.009851983,2500,0.296,0,4.58,50,2.401717495,SF
1.587208177,0.269704509,0.000281761,2500,2.504,0,2.96,50,1.555616243,SF
0.264225647,0.0233896,7.42E-05,2500,4.136,0,3.26,50,0.258905237,SF
2.34000097,0.335182691,0.000136247,2500,3.272,0,2.6,50,2.293281622,SF
0.268131351,0.021153236,8.44E-05,2500,2.984,0,4.7,50,0.262678819,SF
0.160248094,0.055509309,0.000655405,2500,2.024,0,3.92,50,0.156928393,SF
0.290337817,0.024584655,6.95E-05,2500,4.904,0,3.08,50,0.284515779,SF
0.751520865,0.384140436,0.001330137,2500,0.872,0,4.22,50,0.736613845,SF
0.474123524,0.208685964,0.000624181,2500,1.928,0,3.56,50,0.465094366,SF
2.83311948,0.591710618,0.000123218,2500,2.024,0,2.18,50,2.776490058,SF
2.266434054,0.456171855,9.39E-05,2500,3.368,0,2.24,50,2.221181747,SF
0.330682882,0.019923055,6.06E-05,2500,3.848,0,4.52,50,0.32400261,SF
2.416918664,0.650072727,0.000122533,2500,1.736,0,2.3,50,2.368612191,SF
2.707839912,0.701151855,0.00019925,2500,0.872,0,2.6,50,2.653693043,SF
0.253892313,0.021966545,9.10E-05,2500,2.984,0,4.88,50,0.248717217,SF
0.397571926,0.019326109,4.22E-05,2500,5,0,4.04,50,0.389560586,SF
0.566347975,0.162567709,0.000463104,2500,2.408,0,3.14,50,0.555571254,SF
0.195017497,0.027727055,0.000180466,2500,2.408,0,4.22,50,0.191000136,SF
1.901147737,0.530120218,0.002258681,2500,0.584,0,4.1,50,1.863155805,SF
2.319429113,0.5416,0.000600028,2500,0.776,0,3.62,50,2.273067948,SF
0.657848378,0.862492073,0.000279561,2500,0.2,0,2.06,50,0.644702425,SF
2.602093564,0.625858618,0.000353176,2500,0.776,0,3.2,50,2.55006951,SF
0.157648831,0.043152873,0.000483616,2500,2.024,0,3.8,50,0.154359642,SF
1.744354687,0.287930327,0.000217063,2500,2.696,0,2.72,50,1.70961153,SF
1.58052438,0.1670552,0.000156541,2500,4.136,0,2.78,50,1.549247919,SF
3.296563292,0.409777236,7.57E-05,2500,4.52,0,2.06,50,3.230669856,SF
1.386956056,0.147253091,0.000131305,2500,5,0,2.66,50,1.359679217,SF
0.361710453,0.019538836,4.89E-05,2500,4.424,0,4.52,50,0.354398702,SF
0.241433785,0.073152,0.000301618,2500,3.944,0,2.9,50,0.236547825,SF
0.275318514,0.021439273,8.10E-05,2500,3.176,0,4.82,50,0.269752671,SF
1.425486939,0.305078473,0.000295816,2500,2.12,0,3.08,50,1.397121626,SF
1.230165081,0.226750909,7.49E-05,2500,5,0,2,50,1.206040396,SF
1.767960361,0.489557091,0.000449332,2500,1.16,0,3.26,50,1.732664856,SF
0.407016746,0.019102545,4.42E-05,2500,4.712,0,4.88,50,0.398854346,SF
0.268457833,0.021396873,7.99E-05,2500,3.176,0,4.88,50,0.262993857,SF
1.819035769,0.235801527,0.000165932,2500,3.56,0,2.66,50,1.78283384,SF
0.308907328,0.021258764,6.27E-05,2500,4.136,0,3.86,50,0.302670586,SF
0.162343029,0.052013673,0.000580129,2500,2.024,0,3.98,50,0.158972965,SF
0.31879895,0.026722255,7.73E-05,2500,4.904,0,3.32,50,0.312332496,SF
2.389281464,0.684955127,0.000127863,2500,1.448,0,2.18,50,2.341505449,SF
0.255262996,0.029013164,0.000125682,2500,3.656,0,3.38,50,0.25006727,SF
0.300536255,0.026175709,8.13E-05,2500,4.712,0,3.26,50,0.294486951,SF
0.509792317,0.146489382,0.000919447,2500,2.024,0,3.44,50,0.500047989,SF
2.467956351,0.748019055,0.000243126,2500,0.584,0,2.66,50,2.418610888,SF
0.193214221,0.033579345,0.000228805,2500,2.696,0,3.44,50,0.189269529,SF
0.261293641,0.022053818,8.51E-05,2500,3.272,0,4.58,50,0.25597659,SF
2.373670123,0.594719855,7.53E-05,2500,2.888,0,2,50,2.32621838,SF
5.041737776,0.780289382,0.000518935,2500,0.2,0,2.42,50,5.018785995,SF
0.185165685,0.075085236,0.000572883,2500,2.312,0,3.86,50,0.181355403,SF
0.241841087,0.024459927,0.000103948,2500,3.272,0,3.8,50,0.236909277,SF
0.212585263,0.023773382,0.000133601,2500,2.408,0,4.94,50,0.208232319,SF
1.312101066,0.315457455,0.000281407,2500,2.216,0,2.96,50,1.286028354,SF
0.118370207,0.159295782,0.002951292,2500,1.352,0,3.98,50,0.115821171,SF
0.370660945,0.019665091,4.62E-05,2500,4.712,0,3.92,50,0.363200636,SF
2.465994515,0.580999273,0.00058799,2500,0.68,0,3.56,50,2.41669528,SF
1.699297124,0.8073056,0.000124088,2500,1.064,0,2.06,50,1.665338215,SF
0.284117471,0.024268,7.98E-05,2500,4.04,0,3.62,50,0.278395913,SF
0.199209337,0.027669818,0.000165704,2500,2.6,0,3.92,50,0.195133676,SF
2.306114313,0.288068145,0.000181471,2500,3.08,0,2.66,50,2.260107719,SF
0.135691196,0.039804,0.000613656,2500,1.448,0,5,50,0.132779786,SF
2.073053498,0.487471636,0.000309881,2500,1.448,0,2.84,50,2.031667131,SF
2.177358884,0.230256873,0.009516663,2500,0.2,0,4.94,50,2.133857976,SF
1.866286201,0.520718909,0.000393411,2500,1.064,0,3.2,50,1.829017536,SF
1.743499394,0.131608727,0.000152762,2500,4.424,0,2.84,50,1.70896672,SF
0.231505457,0.023984727,0.00010957,2500,2.984,0,3.8,50,0.226808994,SF
2.426124585,0.398208436,0.000144997,2500,2.792,0,2.42,50,2.37767542,SF
0.321053148,0.022690691,5.88E-05,2500,5,0,3.26,50,0.314592229,SF
0.253484729,0.023553309,9.18E-05,2500,3.464,0,3.62,50,0.248350935,SF
3.302528187,0.3797296,7.70E-05,2500,4.712,0,2.12,50,3.236518196,SF
2.760332589,0.4649048,6.77E-05,2500,4.232,0,2.06,50,2.705174385,SF
0.246782336,0.022664655,9.45E-05,2500,3.08,0,4.22,50,0.241761165,SF
0.44918745,0.271031782,0.001447321,2500,1.064,0,4.64,50,0.44045876,SF
0.423459818,0.0185744,4.13E-05,2500,4.904,0,4.94,50,0.414943147,SF
2.484027414,0.522360655,0.000235909,2500,1.544,0,2.72,50,2.434407394,SF
1.223011288,0.389168436,0.000521998,2500,1.352,0,3.14,50,1.198666905,SF
0.168063256,0.184739855,0.000611435,2500,2.312,0,3.08,50,0.165455794,SF
0.199424462,0.032213236,0.000215906,2500,2.6,0,3.68,50,0.195350584,SF
0.210663371,0.024409382,0.000135899,2500,2.504,0,4.7,50,0.206339345,SF
0.326971685,0.020431564,5.55E-05,2500,4.328,0,3.8,50,0.320422171,SF
0.938528505,0.317648509,0.000853253,2500,1.16,0,3.86,50,0.919887316,SF
0.342786324,0.019678836,5.36E-05,2500,4.136,0,4.58,50,0.335870264,SF
0.31239956,0.233158255,0.002417646,2500,0.968,0,5,50,0.30648203,SF
0.221558332,0.023624655,0.000118613,2500,2.696,0,4.64,50,0.21704585,SF
0.238766969,0.022368655,0.000109941,2500,2.6,0,4.7,50,0.233900828,SF
2.597573067,0.539271782,0.000193189,2500,1.64,0,2.66,50,2.545672175,SF
0.28294681,0.022920145,7.29E-05,2500,4.136,0,3.44,50,0.277232836,SF
2.176653409,0.560841964,0.000416649,2500,0.968,0,3.2,50,2.133164396,SF
0.330460537,0.0223408,5.96E-05,2500,4.616,0,3.68,50,0.323788182,SF
0.306759499,0.022093091,6.59E-05,2500,4.136,0,3.56,50,0.300588673,SF
0.294733794,0.020630109,7.25E-05,2500,3.368,0,4.76,50,0.288736038,SF
0.242049011,0.022597818,0.000100346,2500,2.888,0,4.7,50,0.237157202,SF
0.104858812,0.193533091,0.002589974,2500,1.064,0,4.82,50,0.102519793,SF
0.124946059,0.096932873,0.002213529,2500,1.352,0,4.28,50,0.122261234,SF
2.580529498,0.478060436,0.000174502,2500,2.12,0,2.54,50,2.528983093,SF
0.152292299,0.053640364,0.000782461,2500,1.736,0,4.22,50,0.149112164,SF
2.245544364,0.502652873,0.010909263,2500,0.488,0,4.34,50,2.200654839,SF
2.286298474,0.718573745,0.000415733,2500,0.392,0,2.84,50,2.24063708,SF
0.393983067,0.018963564,4.58E-05,2500,4.52,0,4.76,50,0.386075776,SF
3.158180526,0.357614182,8.98E-05,2500,4.232,0,2.24,50,3.095070607,SF
0.341709823,0.019647273,5.54E-05,2500,4.04,0,4.58,50,0.334811349,SF
3.39917105,0.4092256,7.80E-05,2500,4.424,0,2.12,50,3.331227942,SF
0.268427202,0.021756145,7.74E-05,2500,3.464,0,3.98,50,0.26299024,SF
2.645503372,0.293130764,0.000105167,2500,4.424,0,2.42,50,2.592696975,SF
1.994254981,0.366893091,0.000250437,2500,2.12,0,2.72,50,1.954467841,SF
0.198765295,0.031670182,0.000209316,2500,2.6,0,3.86,50,0.194691989,SF
2.523180637,0.595732291,0.000812803,2500,0.488,0,3.98,50,2.472735026,SF
1.044058696,0.137066473,0.000187135,2500,4.136,0,2.84,50,1.023665571,SF
0.592296953,0.242725891,0.000619087,2500,1.64,0,3.68,50,0.58076224,SF
2.812356051,0.512338255,0.000132625,2500,2.408,0,2.3,50,2.756161559,SF
2.142312776,0.0741248,0.002484538,2500,0.2,0,4.76,50,2.099511927,SF
0.198592728,0.025665527,0.000164082,2500,2.312,0,4.76,50,0.194532254,SF
0.278656815,0.052907273,0.000202046,2500,4.232,0,2.96,50,0.273045783,SF
0.185940507,0.049187345,0.000457446,2500,2.504,0,3.62,50,0.182108465,SF
2.417663093,0.613112218,0.00034724,2500,0.872,0,3.08,50,2.369334247,SF
2.448745504,0.734885018,0.000191378,2500,0.776,0,2.6,50,2.399778386,SF
0.173977591,0.050610182,0.000519012,2500,2.408,0,3.38,50,0.170407226,SF
2.571871675,0.466634473,0.000205601,2500,1.928,0,2.6,50,2.520491923,SF
0.150814071,0.104583418,0.001118073,2500,1.928,0,3.62,50,0.147705173,SF
0.215185499,0.023780945,0.000131124,2500,2.504,0,4.94,50,0.210767255,SF
0.382904943,0.019145745,4.59E-05,2500,4.616,0,4.58,50,0.375200679,SF
0.189108795,0.027463636,0.000184143,2500,2.312,0,4.52,50,0.185223654,SF
0.80810058,0.224962545,0.000454648,2500,2.024,0,3.56,50,0.792202026,SF
2.214221075,0.317989091,0.00014598,2500,3.368,0,2.54,50,2.170043807,SF
0.214967094,0.024675491,0.000133106,2500,2.6,0,4.22,50,0.210560345,SF
0.26983675,0.034734036,0.000130533,2500,4.424,0,3.02,50,0.264397143,SF
1.653730603,0.7808112,0.000363901,2500,0.296,0,2.48,50,1.622838196,SF
0.223367305,0.026157818,0.000131297,2500,2.888,0,4.22,50,0.218788535,SF
0.219418959,0.025795564,0.000135458,2500,2.792,0,3.8,50,0.214921596,SF
0.219373343,0.023899855,0.000117246,2500,2.792,0,4.16,50,0.214904258,SF
2.193806118,0.463110909,0.002326967,2500,0.488,0,4.7,50,2.149953456,SF
2.045681651,0.421615345,0.002301884,2500,0.488,0,4.76,50,2.004791276,SF
1.633753921,0.180088218,0.017427373,2500,0.2,0,2.96,50,1.601153136,SF
0.394690694,0.288013818,0.00065913,2500,1.544,0,3.5,50,0.387216943,SF
0.136391006,0.066890327,0.001216269,2500,1.64,0,4.16,50,0.133500939,SF
2.950516427,0.511349455,8.58E-05,2500,3.272,0,2.06,50,2.891530679,SF
2.455830549,0.415729164,0.018004059,2500,0.296,0,4.88,50,2.406733256,SF
0.335294459,0.020299491,5.31E-05,2500,4.424,0,4.1,50,0.328533217,SF
