r_err,mag,sus,N,T,h,gamma,n,no_h_err,model
0.280236395,0.021591927,7.11E-05,2500,3.752,0,3.98,50,0.274549938,SF
0.196499608,0.025494909,0.000158464,2500,2.312,0,4.64,50,0.19246289,SF
1.394054555,0.172379927,0.000157083,2500,4.136,0,2.72,50,1.366542658,SF
0.35263051,0.020298327,4.72E-05,2500,4.904,0,3.5,50,0.345524774,SF
0.335986675,0.020602836,5.17E-05,2500,4.712,0,3.56,50,0.329229027,SF
0.38805958,0.019134109,4.35E-05,2500,4.808,0,4.46,50,0.380232358,SF
2.976810441,0.424324218,7.45E-05,2500,4.424,0,2.06,50,2.917328187,SF
2.747347829,0.532636436,0.000120371,2500,2.408,0,2.24,50,2.692450206,SF
2.154331664,0.542986982,0.000369285,2500,1.064,0,3.14,50,2.111291027,SF
0.258062115,0.093240218,0.000208494,2500,4.712,0,2.78,50,0.252934936,SF
2.756267241,0.531157309,7.70E-05,2500,3.368,0,2,50,2.701174522,SF
0.944431502,0.245857745,0.000216992,2500,3.08,0,2.84,50,0.925856228,SF
0.172126663,0.041442909,0.000415346,2500,2.216,0,3.74,50,0.168584227,SF
0.263469167,0.021934909,8.63E-05,2500,3.176,0,4.58,50,0.258106536,SF
1.127728256,0.211193018,0.000265982,2500,2.984,0,2.84,50,1.105460438,SF
0.331002192,0.020323418,5.78E-05,2500,4.136,0,4.4,50,0.324297323,SF
0.105256376,0.168615127,0.003250479,2500,1.064,0,4.58,50,0.102998593,SF
0.115044843,0.120874691,0.002280034,2500,1.16,0,5,50,0.112588902,SF
0.996563206,0.380788509,0.001326098,2500,0.776,0,4.76,50,0.976712223,SF
0.282935945,0.021379491,7.24E-05,2500,3.464,0,4.52,50,0.277204855,SF
2.874438471,0.506110327,8.12E-05,2500,3.464,0,2.06,50,2.816978328,SF
0.3175638,0.020949527,5.62E-05,2500,4.52,0,3.56,50,0.311145398,SF
0.25971187,0.032438909,0.000130775,2500,4.232,0,3.02,50,0.254449772,SF
1.438485196,0.432839055,0.000632576,2500,1.064,0,3.68,50,1.409790681,SF
0.175962814,0.125763709,0.000776195,2500,2.6,0,3.2,50,0.17232519,SF
1.34454521,0.311864873,0.000262706,2500,2.504,0,2.72,50,1.317819178,SF
2.517239304,0.699603927,0.000272393,2500,0.68,0,2.9,50,2.466905981,SF
0.195698717,0.025779418,0.000161476,2500,2.312,0,4.58,50,0.191690996,SF
1.364276395,0.352210182,0.000320433,2500,2.024,0,2.9,50,1.337130653,SF
0.250969856,0.029117818,0.00011897,2500,3.944,0,3.2,50,0.245869936,SF
1.218695188,0.216728727,0.000270827,2500,2.984,0,2.78,50,1.194565825,SF
0.199142317,0.028293455,0.000171519,2500,2.6,0,3.98,50,0.195045245,SF
2.74288162,0.703999491,0.000169428,2500,1.064,0,2.42,50,2.688039692,SF
0.188662958,0.058013673,0.000528738,2500,2.696,0,3.26,50,0.184829582,SF
0.233253748,0.111710036,0.000282725,2500,3.944,0,2.84,50,0.228580746,SF
0.239479171,0.059988291,0.000295046,2500,3.848,0,2.96,50,0.234633063,SF
0.147374924,0.046176218,0.000679286,2500,1.64,0,4.52,50,0.144267548,SF
1.98396371,0.530317236,0.04578076,2500,0.2,0,3.56,50,1.944392561,SF
2.927259278,0.439051564,7.71E-05,2500,4.136,0,2.06,50,2.868763094,SF
0.096481967,0.1501376,0.004478925,2500,0.968,0,4.82,50,0.094398467,SF
0.214870448,0.031456364,0.000178703,2500,3.08,0,3.32,50,0.210507602,SF
2.812987054,0.656146255,0.000334226,2500,0.68,0,3.02,50,2.756741312,SF
2.284151556,0.663975927,9.30E-05,2500,2.024,0,2,50,2.238478617,SF
1.54279759,0.475404073,0.00081952,2500,0.776,0,4.1,50,1.511989195,SF
2.89668912,0.512314836,0.000114621,2500,2.6,0,2.24,50,2.838793268,SF
2.219784993,0.309607491,8.04E-05,2500,5,0,2.36,50,2.175505778,SF
0.362440964,0.020059418,4.81E-05,2500,4.712,0,3.8,50,0.355153059,SF
1.616527538,0.452122909,0.000623081,2500,0.968,0,3.56,50,1.584256776,SF
0.394290674,0.019329382,4.57E-05,2500,4.712,0,4.58,50,0.386317798,SF
1.414831971,0.1710672,0.000146215,2500,4.328,0,2.6,50,1.38691608,SF
0.245212403,0.024956436,9.99E-05,2500,3.56,0,3.44,50,0.240255685,SF
1.546623928,0.301784727,0.000264389,2500,2.312,0,2.96,50,1.515829809,SF
2.248338667,0.490030836,0.000211588,2500,1.832,0,2.66,50,2.203446073,SF
2.2163423,0.442550836,0.000221363,2500,1.928,0,2.72,50,2.172091105,SF
2.164659225,0.509448655,0.000455372,2500,0.968,0,3.38,50,2.121407846,SF
0.141637647,0.210439345,0.000841251,2500,1.832,0,3.44,50,0.14106299,SF
1.694916972,0.310339491,0.000227431,2500,2.6,0,2.66,50,1.661147965,SF
0.125348981,0.162342327,0.001693116,2500,1.352,0,4.52,50,0.122663493,SF
0.12795905,0.048838836,0.000882084,2500,1.448,0,4.88,50,0.12520971,SF
0.326368005,0.0203536,5.31E-05,2500,4.52,0,3.86,50,0.319785568,SF
0.190566406,0.026137673,0.000176989,2500,2.216,0,4.52,50,0.186645725,SF
2.089387525,0.756218545,0.000122514,2500,1.064,0,2.18,50,2.047605618,SF
0.245371882,0.0232792,9.80E-05,2500,3.08,0,4.04,50,0.240385701,SF
1.446717663,0.434185673,0.001557994,2500,0.584,0,4.7,50,1.417822811,SF
0.274338067,0.053986545,0.000209128,2500,4.712,0,2.84,50,0.268821561,SF
2.632048584,0.639412145,0.000356381,2500,0.776,0,3.14,50,2.579426306,SF
0.213255141,0.124481891,0.000269959,2500,3.56,0,2.9,50,0.20934752,SF
0.344052575,0.020489455,4.78E-05,2500,5,0,3.5,50,0.337165232,SF
1.241400224,0.405653745,0.000905425,2500,0.968,0,3.8,50,1.216649122,SF
0.152243423,0.032834909,0.000350594,2500,1.736,0,5,50,0.149043332,SF
2.610453485,0.346507927,0.000117651,2500,3.56,0,2.42,50,2.558320832,SF
2.884783805,0.668186764,0.000414172,2500,0.68,0,2.96,50,2.827101077,SF
0.128791789,0.084728291,0.001633343,2500,1.544,0,4.1,50,0.126081544,SF
0.274456271,0.074845382,0.000196818,2500,5,0,2.6,50,0.268812674,SF
0.246039154,0.024179709,9.92E-05,2500,3.272,0,3.92,50,0.241043731,SF
0.178459106,0.029076436,0.000236379,2500,2.024,0,4.82,50,0.174781035,SF
0.28916946,0.020910982,6.98E-05,2500,3.464,0,4.76,50,0.283280799,SF
2.996834982,0.779506909,0.000586147,2500,0.2,0,2.48,50,2.972711428,SF
0.141981055,0.099130982,0.001735217,2500,1.736,0,3.92,50,0.13899465,SF
0.261444986,0.030726982,0.000119242,2500,4.328,0,2.96,50,0.256136343,SF
0.825575243,0.402220291,0.001252789,2500,0.872,0,4.4,50,0.809166566,SF
0.187929301,0.0434608,0.000359984,2500,2.408,0,3.8,50,0.184054521,SF
2.929530179,0.397349745,9.95E-05,2500,3.752,0,2.24,50,2.870993412,SF
0.232311894,0.083866618,0.000346245,2500,3.56,0,3.02,50,0.227538006,SF
1.842449447,0.494005673,0.000377701,2500,1.256,0,3.14,50,1.805670463,SF
0.139704319,0.1007512,0.001656338,2500,1.736,0,3.68,50,0.136796998,SF
0.243909267,0.022581891,0.000102493,2500,2.792,0,4.82,50,0.238931008,SF
0.612769728,0.315111782,0.00074613,2500,1.448,0,3.62,50,0.600748775,SF
1.381354586,0.211554255,0.000165865,2500,3.752,0,2.66,50,1.354002368,SF
0.285832173,0.021008873,7.16E-05,2500,3.464,0,4.58,50,0.280038225,SF
0.986910808,0.383294473,0.000632824,2500,1.16,0,3.74,50,0.967300789,SF
1.789528363,0.441601382,0.000285658,2500,1.736,0,2.9,50,1.75383533,SF
0.416727963,0.018725891,3.96E-05,2500,5,0,4.58,50,0.408392725,SF
3.125511094,0.316441964,8.08E-05,2500,4.904,0,2.24,50,3.063071081,SF
0.24092869,0.022456,0.000105435,2500,2.696,0,5,50,0.236015521,SF
0.135614211,0.181890545,0.001636821,2500,1.64,0,3.62,50,0.132995441,SF
2.1534644,0.509066036,0.000984063,2500,0.584,0,4.28,50,2.11041938,SF
2.730708734,0.635260218,0.000135341,2500,1.64,0,2.24,50,2.676118194,SF
0.266481685,0.024963927,8.95E-05,2500,3.848,0,3.5,50,0.261090932,SF
2.585710763,0.495967855,0.000170217,2500,2.12,0,2.48,50,2.534054612,SF
0.298913177,0.021149164,6.62E-05,2500,3.848,0,4.16,50,0.292883777,SF
1.548077608,0.826630109,0.000108759,2500,0.776,0,2,50,1.517126926,SF
0.231595835,0.040179564,0.00020936,2500,3.656,0,3.02,50,0.226860749,SF
0.754374027,0.372270182,0.001029803,2500,0.968,0,3.86,50,0.739419802,SF
0.478063543,0.332703564,0.001681444,2500,0.776,0,4.94,50,0.468667167,SF
2.644777717,0.613087782,0.000474822,2500,0.68,0,3.38,50,2.591901039,SF
2.920836467,0.387400945,0.000115583,2500,3.368,0,2.36,50,2.862480293,SF
1.174462074,0.346946836,0.000344986,2500,1.928,0,2.9,50,1.151137752,SF
0.303235031,0.021598764,6.03E-05,2500,4.52,0,3.44,50,0.297125162,SF
2.202466291,0.541937818,0.000329825,2500,1.16,0,2.96,50,2.158465444,SF
0.395328134,0.018982255,4.49E-05,2500,4.52,0,4.46,50,0.387396972,SF
2.653124364,0.327027855,0.000145131,2500,3.272,0,2.54,50,2.60014648,SF
0.30403301,0.021326618,6.41E-05,2500,4.136,0,3.8,50,0.297858007,SF
0.785136462,0.308155636,0.000522676,2500,1.736,0,3.26,50,0.7696606,SF
2.402032647,0.554063636,0.000264996,2500,1.256,0,2.72,50,2.354034593,SF
1.481484254,0.750615709,0.000859708,2500,0.2,0,2.6,50,1.453054604,SF
2.003933847,0.499449091,0.000450514,2500,1.064,0,3.32,50,1.963906387,SF
3.109014192,0.404323055,9.53E-05,2500,3.752,0,2.18,50,3.046879218,SF
2.481173964,0.541120873,0.007925737,2500,0.392,0,4.04,50,2.431570353,SF
2.756993773,0.621733745,0.00015648,2500,1.544,0,2.36,50,2.701879736,SF
0.177585605,0.039717018,0.000377859,2500,2.216,0,3.98,50,0.173918015,SF
0.646405445,0.193394618,0.000708461,2500,1.832,0,3.56,50,0.63379795,SF
2.595721092,0.575651564,0.000760957,2500,0.488,0,3.74,50,2.54382376,SF
1.464060749,0.242866327,0.000189535,2500,3.176,0,2.78,50,1.43499094,SF
2.724170387,0.669592145,0.00034566,2500,0.776,0,2.9,50,2.669699648,SF
0.333678006,0.020583564,5.22E-05,2500,4.616,0,3.92,50,0.326952641,SF
2.628264189,0.546907345,0.000144757,2500,2.024,0,2.36,50,2.575743477,SF
3.178518281,0.435807491,6.71E-05,2500,4.616,0,2,50,3.114985557,SF
2.734332613,0.485262327,9.57E-05,2500,3.176,0,2.24,50,2.679703424,SF
2.165743374,0.546950909,0.000288293,2500,1.256,0,2.96,50,2.122481521,SF
0.246969305,0.023105891,9.25E-05,2500,3.272,0,3.86,50,0.241955461,SF
0.395894141,0.222815055,0.001001607,2500,1.448,0,3.98,50,0.388363642,SF
0.272265355,0.022013018,7.58E-05,2500,3.656,0,3.86,50,0.26670641,SF
0.340631005,0.019878691,5.16E-05,2500,4.328,0,4.1,50,0.333773876,SF
2.174929452,0.522700873,0.0175217,2500,0.488,0,4.28,50,2.131454971,SF
0.133091289,0.052497745,0.000990642,2500,1.448,0,4.64,50,0.130240285,SF
2.169745508,0.201008073,0.005166128,2500,0.2,0,4.82,50,2.126383549,SF
2.568342342,0.257059418,0.000131524,2500,3.848,0,2.54,50,2.517094385,SF
0.169085373,0.029732218,0.000246706,2500,2.024,0,4.58,50,0.16560439,SF
0.122884557,0.061697818,0.001342771,2500,1.352,0,4.94,50,0.120269382,SF
0.227093622,0.029390836,0.000137532,2500,3.464,0,3.38,50,0.222486234,SF
2.561312919,0.575930036,9.00E-05,2500,2.696,0,2,50,2.510106705,SF
0.278917002,0.022313164,7.36E-05,2500,3.848,0,3.56,50,0.273280778,SF
2.646829649,0.356795636,0.000152458,2500,2.984,0,2.48,50,2.5939708,SF
0.205077934,0.038516582,0.000284126,2500,2.696,0,3.56,50,0.200911461,SF
0.202621468,0.024365309,0.00013899,2500,2.408,0,4.82,50,0.198476631,SF
0.297538678,0.020941673,6.67E-05,2500,3.752,0,4.58,50,0.29150911,SF
2.021898755,0.490128873,0.000115553,2500,2.696,0,2.42,50,1.981531254,SF
0.345555197,0.020315345,5.10E-05,2500,4.712,0,3.68,50,0.33860365,SF
0.271038964,0.021779782,8.11E-05,2500,3.368,0,4.16,50,0.265542317,SF
3.25756198,0.307082982,9.94E-05,2500,4.328,0,2.36,50,3.192479011,SF
0.309079714,0.022905091,6.47E-05,2500,4.712,0,3.44,50,0.302834859,SF
0.381074609,0.249064291,0.000981561,2500,1.352,0,3.86,50,0.373841926,SF
0.322157812,0.021015418,5.85E-05,2500,4.328,0,3.62,50,0.315658058,SF
2.225129986,0.488309164,0.000209669,2500,1.736,0,2.72,50,2.18069622,SF
0.328026026,0.019946473,5.87E-05,2500,3.848,0,4.88,50,0.321376677,SF
1.003172856,0.307057891,0.000540642,2500,1.64,0,3.32,50,0.983275718,SF
0.383707655,0.0190984,4.19E-05,2500,5,0,4.22,50,0.375991195,SF
0.182555018,0.027130182,0.000188031,2500,2.216,0,4.58,50,0.17879332,SF
0.297748688,0.023734182,7.17E-05,2500,4.52,0,3.2,50,0.291753923,SF
2.335887014,0.730483055,0.000122027,2500,1.256,0,2.12,50,2.289186075,SF
1.250546113,0.303207927,0.00029802,2500,2.12,0,3.02,50,1.225714407,SF
0.241666262,0.080122764,0.000277022,2500,3.368,0,3.38,50,0.236851922,SF
2.551823347,0.575805527,0.000657317,2500,0.776,0,3.32,50,2.500810287,SF
0.340917501,0.0194424,5.23E-05,2500,4.232,0,4.4,50,0.334056732,SF
0.274932012,0.021321236,7.92E-05,2500,3.272,0,4.94,50,0.269367026,SF
1.755402704,0.341102764,0.000312907,2500,2.024,0,3.02,50,1.720399176,SF
0.225996751,0.034348509,0.000189686,2500,3.272,0,3.32,50,0.221393994,SF
2.793099672,0.402047855,0.000139253,2500,2.888,0,2.42,50,2.737297944,SF
0.251351798,0.048898255,0.000208444,2500,4.04,0,3.14,50,0.246268149,SF
1.972842144,0.331276,0.000174252,2500,2.888,0,2.54,50,1.933501862,SF
0.382728875,0.226266327,0.001233522,2500,1.352,0,3.92,50,0.375449813,SF
2.387631038,0.423995273,9.81E-05,2500,3.56,0,2.3,50,2.339951843,SF
0.292048665,0.021007855,6.31E-05,2500,3.944,0,3.8,50,0.286144744,SF
0.291501334,0.021211491,6.76E-05,2500,3.752,0,3.86,50,0.285620469,SF
2.869929304,0.552542327,0.000103526,2500,2.504,0,2.12,50,2.812564013,SF
0.272962611,0.043594909,0.000161293,2500,4.424,0,3.08,50,0.267499581,SF
0.349508211,0.020077164,5.22E-05,2500,4.328,0,4.76,50,0.342456769,SF
0.268243366,0.022026327,8.23E-05,2500,3.368,0,4.28,50,0.262787643,SF
0.128857159,0.136285091,0.002263902,2500,1.448,0,4.1,50,0.126105735,SF
2.264168679,0.518466764,0.000270085,2500,1.448,0,2.78,50,2.21895011,SF
2.536613375,0.478677891,7.07E-05,2500,3.944,0,2.06,50,2.485925807,SF
0.331208045,0.020910909,5.82E-05,2500,4.328,0,4.16,50,0.324559495,SF
1.211467584,0.2563328,0.00039495,2500,2.12,0,3.14,50,1.187421958,SF
2.906700956,0.627962982,0.000187236,2500,1.352,0,2.42,50,2.84859011,SF
0.241323688,0.025138327,0.000100995,2500,3.656,0,3.32,50,0.236440264,SF
0.26055615,0.045486109,0.000171898,2500,4.52,0,2.84,50,0.255247671,SF
0.172143637,0.0343936,0.000308745,2500,2.12,0,4.1,50,0.168585382,SF
1.33499675,0.167488582,0.000199352,2500,3.656,0,2.78,50,1.308644292,SF
0.226161175,0.023642909,0.00012709,2500,2.504,0,4.88,50,0.221548761,SF
1.889894993,0.259037309,0.000169982,2500,3.368,0,2.66,50,1.852256616,SF
0.582312871,0.339884582,0.001412817,2500,0.872,0,4.7,50,0.570821075,SF
1.772163971,0.251852727,0.000160999,2500,3.464,0,2.66,50,1.736893067,SF
2.736828022,0.622369018,0.000390922,2500,0.68,0,3.14,50,2.6821056,SF
0.343792499,0.020329673,5.10E-05,2500,4.712,0,3.62,50,0.336899388,SF
0.136494454,0.070294618,0.001368364,2500,1.544,0,4.52,50,0.133666022,SF
2.236473389,0.465038691,0.01136272,2500,0.392,0,4.64,50,2.191765782,SF
1.897046228,0.276658182,0.000217813,2500,2.792,0,2.84,50,1.859235149,SF
0.207415165,0.102710036,0.00044154,2500,3.176,0,3.08,50,0.203191598,SF
1.493348949,0.162910618,0.000133855,2500,4.808,0,2.6,50,1.46387553,SF
1.716738253,0.758771927,0.000420647,2500,0.296,0,2.54,50,1.682980995,SF
0.247893767,0.047610036,0.000236294,2500,3.464,0,3.44,50,0.242884743,SF
0.164164566,0.046174327,0.000512813,2500,2.12,0,3.44,50,0.160772122,SF
1.98641917,0.148166473,0.004513566,2500,0.392,0,4.4,50,1.946725632,SF
0.250526091,0.023910327,9.57E-05,2500,3.368,0,3.8,50,0.245453706,SF
0.684303142,0.193248291,0.000566131,2500,2.024,0,3.26,50,0.670959116,SF
1.104396052,0.360787855,0.000661609,2500,1.256,0,3.38,50,1.082431638,SF
0.418553135,0.018763273,4.13E-05,2500,4.904,0,4.76,50,0.41012939,SF
0.160864538,0.030149236,0.000284247,2500,1.832,0,4.82,50,0.157506159,SF
3.340457382,0.380713455,7.20E-05,2500,4.808,0,2.06,50,3.273684193,SF
2.116013162,0.557616073,0.000452715,2500,0.872,0,3.32,50,2.073727019,SF
0.242460132,0.024500073,0.000100503,2500,3.368,0,3.44,50,0.237520616,SF
1.550727967,0.454727273,0.001039334,2500,0.776,0,4.22,50,1.519756805,SF
2.432454363,0.470364073,0.000106658,2500,2.984,0,2.36,50,2.38386777,SF
3.041160969,0.262385018,9.04E-05,2500,5,0,2.42,50,2.980442447,SF
0.220084841,0.023667345,0.000113524,2500,2.792,0,4.1,50,0.215619668,SF
0.10830277,0.219183636,0.002818466,2500,1.064,0,4.7,50,0.107831983,SF
0.266624258,0.106593527,0.000167222,2500,4.52,0,2.78,50,0.261516841,SF
0.716068525,0.1693,0.000551369,2500,2.216,0,3.26,50,0.702103397,SF
0.120117356,0.117400727,0.002725686,2500,1.352,0,4.46,50,0.117536514,SF
1.89763162,0.490482255,0.000292919,2500,1.448,0,2.96,50,1.859756891,SF
2.179522298,0.518513455,0.000793697,2500,0.68,0,3.8,50,2.135957027,SF
0.282068083,0.021016218,7.61E-05,2500,3.272,0,4.52,50,0.276345585,SF
1.31644818,0.417916145,0.000716907,2500,1.064,0,3.56,50,1.290201338,SF
0.296397189,0.0223752,7.52E-05,2500,3.848,0,4.34,50,0.290421652,SF
0.314578528,0.019918982,6.27E-05,2500,3.656,0,4.58,50,0.308230799,SF
0.328215919,0.020216582,5.24E-05,2500,4.424,0,4.04,50,0.321597884,SF
0.158375139,0.036740509,0.000366494,2500,2.024,0,4.04,50,0.155069643,SF
0.28784212,0.031520509,0.000105733,2500,4.808,0,2.96,50,0.2820107,SF
0.214973572,0.024869455,0.000135558,2500,2.6,0,4.28,50,0.210603771,SF
0.315478118,0.020867855,5.94E-05,2500,4.232,0,3.8,50,0.309093141,SF
2.58192645,0.639500073,0.000146329,2500,1.544,0,2.3,50,2.530308882,SF
0.696203677,0.108042618,0.000332595,2500,3.08,0,3.08,50,0.682871868,SF
1.92877764,0.333600364,0.00023914,2500,2.312,0,2.9,50,1.890305492,SF
2.233349637,0.523997891,0.000346705,2500,1.16,0,3.14,50,2.188732536,SF
3.060575034,0.433757964,6.36E-05,2500,4.808,0,2,50,2.999405009,SF
2.12103093,0.425144364,0.000229661,2500,2.024,0,2.72,50,2.078693192,SF
2.193125891,0.473186764,0.000262927,2500,1.64,0,2.84,50,2.149333765,SF
2.671644398,0.6314752,0.000125923,2500,1.736,0,2.18,50,2.618228975,SF
0.273319734,0.021592291,8.43E-05,2500,3.176,0,4.7,50,0.267799965,SF
3.337665604,0.389732727,9.32E-05,2500,3.848,0,2.24,50,3.270953608,SF
0.372418782,0.019332218,4.65E-05,2500,4.616,0,4.46,50,0.364895641,SF
0.282091985,0.0223576,7.62E-05,2500,3.752,0,3.68,50,0.276383803,SF
2.558323406,0.563846618,0.000238545,2500,1.352,0,2.66,50,2.507201652,SF
0.324874353,0.0212744,5.63E-05,2500,4.52,0,3.62,50,0.318312101,SF
0.326210571,0.0209704,6.06E-05,2500,4.136,0,4.1,50,0.319662734,SF
0.173357101,0.035118618,0.0003209,2500,2.12,0,4.04,50,0.16974231,SF
0.645630338,0.291452364,0.000727568,2500,1.448,0,3.8,50,0.632965864,SF
0.182975428,0.1463776,0.000417712,2500,2.792,0,3.02,50,0.179320072,SF
2.370364868,0.545216727,0.013442326,2500,0.296,0,4.04,50,2.322988414,SF
2.301297478,0.509063273,0.000211475,2500,1.736,0,2.66,50,2.255340726,SF
2.431740774,0.687685382,0.000540772,2500,0.392,0,3.14,50,2.383143365,SF
1.532294451,0.279551273,0.00017495,2500,3.176,0,2.6,50,1.50182159,SF
1.555087763,0.819416727,0.00016566,2500,0.488,0,2.18,50,1.524056405,SF
0.327764781,0.020834764,5.27E-05,2500,4.52,0,3.74,50,0.32118025,SF
2.359174102,0.195481455,0.000126354,2500,4.52,0,2.54,50,2.312191644,SF
2.473542655,0.738380582,0.000224787,2500,0.68,0,2.48,50,2.424085375,SF
0.238972125,0.0226752,9.90E-05,2500,2.984,0,4.4,50,0.234120785,SF
0.154931419,0.029732145,0.00029373,2500,1.736,0,4.7,50,0.151686237,SF
0.420934122,0.018541527,4.07E-05,2500,4.904,0,5,50,0.412478374,SF
2.595520342,0.554019782,8.22E-05,2500,3.08,0,2,50,2.543632769,SF
0.485081982,0.287778618,0.000996339,2500,1.256,0,3.68,50,0.475653475,SF
0.305190225,0.021361891,6.13E-05,2500,4.232,0,3.74,50,0.299036787,SF
2.152475228,0.546636582,0.000695169,2500,0.68,0,3.68,50,2.10945144,SF
0.188503868,0.062745891,0.000549172,2500,2.792,0,3.14,50,0.184652283,SF
0.306979412,0.020946182,5.85E-05,2500,4.328,0,3.68,50,0.30078177,SF
0.353339636,0.020344145,4.70E-05,2500,5,0,3.56,50,0.346196022,SF
0.232380941,0.023180291,0.000106192,2500,2.888,0,4.76,50,0.227651785,SF
0.781262112,0.2074064,0.000317752,2500,2.888,0,2.96,50,0.766027959,SF
2.735536309,0.5875984,0.000118925,2500,2.12,0,2.18,50,2.680867704,SF
0.16085083,0.0738432,0.00095209,2500,2.12,0,3.68,50,0.157504656,SF
1.124397922,0.379854109,0.000634785,2500,1.16,0,3.62,50,1.102024247,SF
0.242946666,0.050415636,0.000241463,2500,3.656,0,3.14,50,0.238040702,SF
0.342472209,0.0200984,5.11E-05,2500,4.52,0,3.8,50,0.335580419,SF
2.0997379,0.449631055,0.001648562,2500,0.488,0,4.52,50,2.057768929,SF
1.002549503,0.139378036,0.00020334,2500,3.848,0,2.9,50,0.982961714,SF
2.963983059,0.451941309,6.94E-05,2500,4.328,0,2,50,2.904748866,SF
1.990758178,0.779478909,0.000118835,2500,0.968,0,2.12,50,1.950948971,SF
1.878004599,0.189103418,0.000108118,2500,5,0,2.54,50,1.840733365,SF
0.18280499,0.028513455,0.000210923,2500,2.216,0,4.4,50,0.179038021,SF
0.164769375,0.031257745,0.000274951,2500,2.024,0,4.22,50,0.161369279,SF
2.437259039,0.6449384,0.000104142,2500,1.928,0,2.12,50,2.388530119,SF
2.43483035,0.590090909,0.000122716,2500,2.024,0,2.3,50,2.386180875,SF
2.420658078,0.472077309,0.011641407,2500,0.392,0,4.46,50,2.372267175,SF
1.670551206,0.3384376,0.000258681,2500,2.216,0,2.84,50,1.637264069,SF
0.270096462,0.021911418,7.86E-05,2500,3.464,0,3.74,50,0.264619507,SF
2.990061922,0.495727855,7.60E-05,2500,3.656,0,2,50,2.930279416,SF
2.488822858,0.696817236,0.000147419,2500,1.256,0,2.24,50,2.439061841,SF
0.454903768,0.232700945,0.000631955,2500,1.928,0,3.38,50,0.446244607,SF
3.033907435,0.423247273,9.06E-05,2500,3.848,0,2.12,50,2.973275927,SF
2.75901916,0.400668582,0.000137168,2500,2.984,0,2.42,50,2.703900498,SF
0.281197289,0.030523491,0.000103975,2500,4.616,0,3.02,50,0.275488608,SF
2.733119534,0.682577818,0.000430604,2500,0.488,0,3.2,50,2.678477018,SF
1.450148084,0.4202216,0.001477855,2500,0.584,0,5,50,1.421186324,SF
0.155249846,0.115847345,0.001300752,2500,2.024,0,3.38,50,0.152010508,SF
1.298907913,0.419468436,0.001557582,2500,0.584,0,4.94,50,1.272976165,SF
0.296292417,0.021419855,6.47E-05,2500,3.944,0,3.92,50,0.290310734,SF
0.181054567,0.026105018,0.000194423,2500,2.024,0,4.94,50,0.1773282,SF
2.73734272,0.670943927,0.000161231,2500,1.256,0,2.42,50,2.682613926,SF
0.223098296,0.026702255,0.000120072,2500,3.272,0,3.44,50,0.218576621,SF
0.11809289,0.156747273,0.002449008,2500,1.256,0,4.52,50,0.115524933,SF
2.20972718,0.218220582,0.00012863,2500,4.232,0,2.6,50,2.165712696,SF
2.809733579,0.3340536,8.25E-05,2500,4.712,0,2.18,50,2.753609833,SF
2.734540354,0.573793527,0.000103737,2500,2.408,0,2.12,50,2.67987846,SF
2.57057122,0.614575855,0.001729932,2500,0.392,0,3.68,50,2.51918428,SF
3.218925669,0.384225891,7.81E-05,2500,4.424,0,2.18,50,3.15459122,SF
0.1379921,0.062167491,0.001078575,2500,1.64,0,4.28,50,0.135095053,SF
2.602517741,0.6474224,0.002789343,2500,0.392,0,3.38,50,2.550499302,SF
2.612839182,0.645548218,0.000344665,2500,0.776,0,2.96,50,2.56059874,SF
0.308225992,0.020764945,6.10E-05,2500,4.04,0,4.16,50,0.302038373,SF
0.84089813,0.819812,0.000391252,2500,0.2,0,2.12,50,0.824074815,SF
2.769755874,0.370970909,0.000117247,2500,3.464,0,2.36,50,2.714419087,SF
0.322337389,0.020113745,6.04E-05,2500,3.848,0,5,50,0.315827542,SF
2.558486548,0.288619564,0.000109844,2500,4.232,0,2.36,50,2.507419884,SF
0.225319924,0.028710618,0.000157288,2500,2.792,0,4.04,50,0.220735156,SF
2.469592845,0.536324727,0.000188945,2500,1.736,0,2.54,50,2.420263312,SF
2.3827355,0.700529018,0.00065705,2500,0.392,0,2.96,50,2.335124055,SF
2.724169404,0.708236218,0.000297829,2500,0.584,0,2.84,50,2.669699711,SF
1.598523326,0.737000945,0.015125807,2500,0.2,0,2.78,50,1.567784706,SF
0.136047183,0.1479576,0.001966112,2500,1.64,0,3.8,50,0.133217464,SF
1.76161323,0.503218545,0.000348165,2500,1.256,0,3.08,50,1.726460711,SF
2.997304177,0.488243127,0.000133399,2500,2.408,0,2.36,50,2.937400853,SF
0.300847885,0.020738109,6.70E-05,2500,3.656,0,4.46,50,0.294757103,SF
2.15223297,0.709118036,8.70E-05,2500,1.832,0,2,50,2.109204982,SF
2.313458004,0.729208655,0.000120514,2500,1.256,0,2.18,50,2.26720496,SF
0.268633374,0.021738545,8.25E-05,2500,3.272,0,4.64,50,0.263211364,SF
0.299879556,0.028083418,8.60E-05,2500,5,0,3.02,50,0.293812507,SF
0.193730637,0.050518255,0.000394672,2500,2.504,0,3.56,50,0.189800976,SF
0.17409623,0.049420073,0.00052365,2500,2.312,0,3.68,50,0.170508622,SF
0.144081007,0.151126836,0.00154028,2500,1.736,0,3.74,50,0.141083954,SF
0.333141298,0.020091345,5.67E-05,2500,4.04,0,4.88,50,0.3263961,SF
