r_err:mag:sus:N:T:h:gamma:n
0.13617197377597148:0.00022181818181818183:0.9999999507966942:100:4.472:0.0:4.1:100
0.11228525164697878:0.0011218181818181817:0.9999987415239674:100:3.3680000000000003:0.0:4.13:100
2.378642420065588:0.03245636363636364:0.998946584459504:100:3.8960000000000004:0.0:2.12:100
0.8170341022257835:0.02610181818181818:0.9993186950876036:100:1.64:0.0:3.17:100
0.09694272605172559:0.0017654545454545455:0.9999968831702485:100:2.9360000000000004:0.0:4.4:100
6.516603710236649:0.007101818181818182:0.9999495641785128:100:1.64:0.0:2.7800000000000002:100
1.8407485812836766:0.6924090909090909:0.5205696508264462:100:0.2:0.0:4.1899999999999995:100
0.10662293649056118:0.00034545454545454544:0.9999998806611577:100:3.608:0.0:4.01:100
0.25270213997002733:0.006898181818181818:0.9999524150876035:100:4.712000000000001:0.0:2.51:100
0.08611695714970734:0.0016418181818181818:0.9999973044330578:100:1.832:0.0:3.11:100
0.680124044192047:0.001129090909090909:0.9999987251537186:100:1.496:0.0:3.26:100
0.08497011920318913:0.0017345454545454545:0.9999969913520658:100:2.552:0.0:3.98:100
15.711608392800315:0.15953636363636364:0.9745481486776857:100:0.728:0.0:3.38:100
2.307057788272424:0.0007745454545454545:0.9999994000793391:100:1.688:0.0:3.6799999999999997:100
0.11741808554576555:0.002392727272727273:0.999994274856198:100:3.8480000000000003:0.0:3.77:100
7.103449249177548:0.74248:0.44872344960000005:100:1.448:0.0:2.12:100
0.11041253473495947:0.0017145454545454545:0.9999970603338847:100:3.704:0.0:4.34:100
0.08383909822200844:0.001729090909090909:0.9999970102446278:100:2.648:0.0:3.59:100
0.1001086709834368:0.0003581818181818182:0.9999998717057855:100:4.904:0.0:2.9:100
3.315609139992744:0.5487127272727272:0.6989143429289255:100:1.256:0.0:3.44:100
0.09129806093496076:0.0008181818181818182:0.9999993305785122:100:3.56:0.0:3.3499999999999996:100
0.07902177602662684:0.0001690909090909091:0.9999999714082647:100:3.8000000000000003:0.0:2.66:100
0.09871488674931557:0.0033145454545454546:0.9999890137884296:100:2.9840000000000004:0.0:4.52:100
0.9230556459456679:0.004718181818181818:0.9999777387603309:100:4.136:0.0:2.18:100
0.12339335366583983:0.0003109090909090909:0.9999999033355372:100:4.6160000000000005:0.0:3.86:100
0.13678926534475833:0.002407272727272727:0.9999942050380166:100:4.328:0.0:4.52:100
4.362379816612697:0.4052418181818182:0.8357790687966941:100:0.632:0.0:3.65:100
0.0748038869381549:0.004370909090909091:0.9999808951537185:100:2.4560000000000004:0.0:3.8:100
3.1088749003794223:0.008914545454545455:0.999920530879339:100:2.9840000000000004:0.0:2.57:100
0.09796489581066119:0.0013054545454545454:0.9999982957884301:100:4.28:0.0:4.46:100
0.128044371379384:0.00034:0.9999998844000001:100:4.904:0.0:3.02:100
0.09106052774229047:0.0023345454545454546:0.9999945498975201:100:4.856:0.0:2.7800000000000002:100
0.08475620584011241:0.00010727272727272727:0.9999999884925626:100:3.704:0.0:3.2:100
15.471153197713928:0.6140509090909091:0.622941481044628:100:1.256:0.0:2.9:100
2.3198060048906193:0.2740109090909091:0.9249180216991733:100:1.112:0.0:3.11:100
0.13949603078012282:0.00040181818181818184:0.9999998385421489:100:2.2640000000000002:0.0:3.92:100
0.09096003127900942:0.00041454545454545455:0.9999998281520665:100:4.5200000000000005:0.0:2.99:100
0.7046036601146878:0.0025636363636363634:0.9999934277685956:100:1.16:0.0:4.1899999999999995:100
0.0793898093907962:0.0025581818181818184:0.9999934557057854:100:2.216:0.0:4.3100000000000005:100
4.324301079075483:0.0016236363636363636:0.9999973638049587:100:0.9199999999999999:0.0:4.91:100
1.6124260929594236:0.002230909090909091:0.9999950230446284:100:4.424:0.0:2.0:100
0.0850011137097541:0.00026:0.9999999324000003:100:2.744:0.0:4.1:100
0.08519276989658728:0.0005690909090909091:0.9999996761355373:100:2.6:0.0:4.16:100
2.1514254798027834:0.00538:0.9999710556000001:100:1.64:0.0:3.98:100
0.13563052653684352:0.001030909090909091:0.9999989372264458:100:4.5680000000000005:0.0:4.609999999999999:100
1.4396138030833117:0.010516363636363636:0.9998894060958676:100:1.4:0.0:2.84:100
0.08703148135121755:0.0009254545454545455:0.9999991435338849:100:3.032:0.0:2.81:100
25.12359529355425:0.7203963636363636:0.48102907925950417:100:0.776:0.0:2.66:100
0.08121601176753203:0.0023454545454545455:0.9999944988429758:100:2.072:0.0:4.699999999999999:100
12.65094614877973:0.5692381818181819:0.6759678923603307:100:1.4:0.0:2.45:100
5.5060303614657125:0.57828:0.6655922416000005:100:1.688:0.0:2.51:100
0.08821922069737935:0.003227272727272727:0.9999895847107438:100:1.784:0.0:3.95:100
8.790762871827921:0.019745454545454545:0.9996101170247942:100:0.968:0.0:2.99:100
0.08958706891142743:0.0001490909090909091:0.999999977771901:100:4.472:0.0:2.66:100
0.10161381340580904:0.001770909090909091:0.9999968638809914:100:3.224:0.0:4.58:100
0.1022197468910665:0.0015527272727272727:0.9999975890380165:100:4.328:0.0:2.99:100
0.10984774394252858:0.0010781818181818182:0.9999988375239667:100:4.808000000000001:0.0:2.99:100
0.10239809123503499:0.00424:0.9999820223999997:100:3.8960000000000004:0.0:2.54:100
2.4252824423387502:0.002898181818181818:0.9999916005421489:100:4.232:0.0:2.7199999999999998:100
0.08558891996142227:0.0015890909090909091:0.9999974747900828:100:3.224:0.0:4.67:100
0.0991857272625231:0.0001709090909090909:0.9999999707900826:100:4.088:0.0:4.13:100
2.3417222654098304:0.005912727272727273:0.999965039656198:100:1.928:0.0:2.66:100
0.139201243074859:0.0003381818181818182:0.9999998856330581:100:4.808000000000001:0.0:3.65:100
0.6450913381932675:0.0013745454545454545:0.9999981106247933:100:2.024:0.0:3.3499999999999996:100
9.161164249858404:0.6899618181818182:0.5239526894512397:100:0.8240000000000001:0.0:2.36:100
0.09520373656527133:0.0011654545454545455:0.9999986417157019:100:4.5680000000000005:0.0:2.84:100
0.08358551096569584:0.0011890909090909092:0.9999985860628094:100:2.8880000000000003:0.0:2.9:100
0.0885934686995018:0.001869090909090909:0.9999965064991729:100:2.168:0.0:4.82:100
5.123524903394713:0.8351127272727272:0.30258673274710735:100:0.392:0.0:2.45:100
7.1173227324317425:0.41763636363636364:0.8255798677685953:100:2.9360000000000004:0.0:2.24:100
0.09368099300356762:0.0018036363636363636:0.9999967468958687:100:2.696:0.0:4.67:100
0.09879758012896725:0.0008709090909090909:0.9999992415173551:100:3.2720000000000002:0.0:4.73:100
1.5920997238855312:0.7400872727272727:0.4522708287471075:100:0.248:0.0:2.48:100
0.11728505558928597:0.0012381818181818182:0.9999984669057851:100:4.136:0.0:4.76:100
0.9098121600460772:0.0004181818181818182:0.999999825123967:100:1.64:0.0:3.26:100
110.90580630305355:0.7100254545454545:0.4958638538975203:100:0.776:0.0:2.87:100
2.4339511135835354:0.49339636363636363:0.756560028350413:100:0.248:0.0:4.25:100
0.09121764173872547:0.0019272727272727273:0.9999962856198343:100:2.8880000000000003:0.0:3.65:100
0.08396157884985794:0.00024363636363636362:0.9999999406413224:100:2.4560000000000004:0.0:4.67:100
45.754624103421044:0.004049090909090909:0.9999836048628102:100:0.728:0.0:4.73:100
0.11570310763502036:0.00035272727272727273:0.9999998755834711:100:3.8000000000000003:0.0:4.76:100
0.07857522183823265:0.0011690909090909091:0.9999986332264456:100:2.8400000000000003:0.0:4.43:100
5.002548266882713:0.6011963636363636:0.6385629323504132:100:1.16:0.0:2.7199999999999998:100
110.6112295661034:0.018314545454545455:0.9996645774247935:100:0.776:0.0:4.58:100
3.5355028446064822:0.0033454545454545456:0.9999888079338838:100:1.304:0.0:4.279999999999999:100
0.08651970629840222:0.002310909090909091:0.9999946596991734:100:3.608:0.0:3.6799999999999997:100
9.821165947765486:0.0026054545454545453:0.999993211606612:100:1.304:0.0:3.86:100
0.10623092509368808:0.0010509090909090908:0.9999988955900827:100:3.656:0.0:3.56:100
0.13598055324126618:0.00056:0.9999996864000003:100:4.5680000000000005:0.0:3.41:100
0.08815767524899897:0.0010636363636363636:0.9999988686776855:100:3.08:0.0:3.38:100
0.07669704133073202:0.0014672727272727272:0.999997847110744:100:2.9840000000000004:0.0:3.5:100
31.890550289397826:0.023941818181818182:0.9994267893421485:100:3.5120000000000005:0.0:2.03:100
0.078751316549481:7.272727272727272e-06:0.9999999999471079:100:2.12:0.0:4.34:100
0.10116001127007898:0.0028272727272727273:0.9999920065289253:100:2.12:0.0:3.2:100
1.3434413372958052:0.002809090909090909:0.9999921090082642:100:1.448:0.0:3.74:100
0.13077963950874888:0.0009436363636363636:0.999999109550413:100:2.216:0.0:4.46:100
0.08673436023009978:0.0008:0.9999993600000006:100:2.7920000000000003:0.0:4.13:100
0.4783913479322116:0.0012872727272727272:0.9999983429289255:100:1.64:0.0:4.73:100
112.32114882625058:0.4288672727272727:0.8160728623834711:100:0.392:0.0:4.67:100
82.50123814886334:0.0511:0.9973887899999998:100:0.9199999999999999:0.0:3.4699999999999998:100
2.363965367066234:0.47760363636363634:0.771894766532231:100:0.29600000000000004:0.0:4.76:100
0.08290301240392679:0.0006927272727272727:0.999999520128926:100:2.6:0.0:4.3100000000000005:100
1.2536698896898655:0.7806927272727273:0.3905188655834711:100:0.2:0.0:2.57:100
0.08276443648021864:0.002916363636363636:0.9999914948231405:100:1.832:0.0:4.76:100
3.1976715573991843:0.7135090909090909:0.49090477719008285:100:0.6799999999999999:0.0:2.7199999999999998:100
1.4627411032425344:0.0033236363636363637:0.9999889534413224:100:1.256:0.0:4.699999999999999:100
0.1163576422275538:0.0001309090909090909:0.9999999828628101:100:3.608:0.0:4.16:100
0.09017601491641662:0.003861818181818182:0.9999850863603303:100:3.5120000000000005:0.0:3.95:100
4.167998442409421:0.0036436363636363637:0.9999867239140499:100:0.8720000000000001:0.0:3.44:100
18.86955244086622:0.49311636363636363:0.7568362519140497:100:2.168:0.0:2.36:100
0.0887636168599072:0.0010654545454545454:0.9999988648066109:100:4.232:0.0:2.7800000000000002:100
3.1404725555761077:0.009201818181818183:0.9999153265421492:100:1.16:0.0:4.52:100
0.10588598614133056:0.0005872727272727273:0.9999996551107428:100:3.3200000000000003:0.0:3.62:100
0.0757431406483367:0.0008690909090909091:0.9999992446809912:100:3.176:0.0:2.99:100
0.13959037742572916:0.003576363636363636:0.9999872096231402:100:4.664000000000001:0.0:2.15:100
0.1126093856126363:0.0014436363636363637:0.9999979159140492:100:4.952:0.0:3.38:100
4.349944604987665:0.19969636363636364:0.9601213623504131:100:2.648:0.0:2.33:100
1.5384105665640913:0.014572727272727272:0.9997876356198346:100:1.784:0.0:2.75:100
7.301766339678566:0.0011690909090909091:0.9999986332264458:100:1.208:0.0:4.13:100
3.4910372054332552:0.0002781818181818182:0.9999999226148761:100:1.4:0.0:4.43:100
3.6867547678786092:0.8051727272727273:0.3516968792561983:100:0.536:0.0:2.96:100
2.3194141894854767:0.002067272727272727:0.9999957263834709:100:1.928:0.0:3.41:100
1.0760371991806361:0.008272727272727272:0.9999315619834709:100:1.64:0.0:3.11:100
30.46494907012986:0.6489563636363637:0.5788556380958679:100:2.024:0.0:2.42:100
0.38024010790064233:0.0009363636363636363:0.9999991232231403:100:4.424:0.0:2.57:100
0.12351046316292152:0.0027436363636363635:0.999992472459504:100:3.704:0.0:4.91:100
0.0991254807450829:0.0006981818181818182:0.9999995125421486:100:3.3200000000000003:0.0:3.8899999999999997:100
0.12430922402452423:0.0007963636363636364:0.9999993658049589:100:3.56:0.0:4.85:100
21.243280652668858:0.034441818181818185:0.9988137611603303:100:1.64:0.0:3.4699999999999998:100
0.09035981659961653:0.00029454545454545456:0.9999999132429749:100:3.656:0.0:3.29:100
1.704588444942498:0.7255054545454546:0.4736418354247935:100:0.2:0.0:2.7199999999999998:100
1.9949011354436652:0.17376181818181818:0.9698068305421488:100:0.2:0.0:4.1:100
3.115614682587189:0.7365072727272727:0.45755703721983454:100:1.16:0.0:2.18:100
0.16148961635694709:0.001469090909090909:0.9999978417719001:100:1.4:0.0:4.58:100
15.860121138891698:0.5012436363636363:0.7487548170049586:100:0.632:0.0:4.279999999999999:100
25.691872387243254:0.0023563636363636365:0.9999944475504138:100:1.016:0.0:3.74:100
0.09550198178092069:2.909090909090909e-05:0.9999999991537196:100:1.448:0.0:4.699999999999999:100
1.5033029195200178:0.7975581818181818:0.3639009466148761:100:0.2:0.0:2.66:100
0.11923105414307948:0.0031472727272727273:0.9999900946743809:100:4.376:0.0:3.8899999999999997:100
0.07103971078583533:0.0018418181818181819:0.9999966077057848:100:2.5040000000000004:0.0:3.74:100
2.7214583429463635:0.04819818181818182:0.997676935269422:100:1.976:0.0:3.1399999999999997:100
0.08147416572560821:0.0005436363636363637:0.9999997044595043:100:1.88:0.0:4.67:100
0.10273506331559991:0.0012872727272727272:0.9999983429289255:100:4.808000000000001:0.0:3.44:100
0.06986075927771107:0.00094:0.9999991164:100:1.88:0.0:3.6799999999999997:100
0.08016797539636458:0.0010145454545454546:0.9999989706975206:100:2.8400000000000003:0.0:3.8:100
13.836509106945007:0.5877472727272727:0.6545531434016524:100:0.728:0.0:3.3499999999999996:100
2.529959268323641:0.4943981818181818:0.7555704378148762:100:2.8880000000000003:0.0:2.06:100
0.09449196208084293:0.00021454545454545454:0.9999999539702479:100:3.4640000000000004:0.0:3.92:100
0.08338198246501345:0.0008127272727272727:0.9999993394743804:100:3.656:0.0:3.4699999999999998:100
0.6679399952562286:0.0032945454545454545:0.999989145970248:100:3.128:0.0:2.3:100
1.2296607175461678:0.02467090909090909:0.9993913462446286:100:1.208:0.0:3.26:100
0.10842434457023381:0.0007145454545454546:0.999999489424793:100:3.704:0.0:3.92:100
0.11526366065691368:0.00021272727272727272:0.9999999547471075:100:3.8960000000000004:0.0:4.55:100
0.32591354117304033:0.0017636363636363637:0.9999968895867773:100:3.3680000000000003:0.0:2.42:100
0.08403699000982005:0.001209090909090909:0.9999985380991735:100:4.712000000000001:0.0:2.69:100
1.3984410120111648:0.21075272727272729:0.955583287947107:100:2.8400000000000003:0.0:2.21:100
0.09248951975047168:0.00011818181818181818:0.9999999860330576:100:4.5680000000000005:0.0:2.7800000000000002:100
91.5724929862449:0.625670909090909:0.6085359135173557:100:1.208:0.0:2.7199999999999998:100
0.10426541204132633:0.0006381818181818182:0.9999995927239669:100:3.9920000000000004:0.0:3.08:100
3.017819081040746:0.11671818181818182:0.9863768660330575:100:2.6:0.0:2.63:100
0.0837443469554152:0.00042181818181818184:0.9999998220694207:100:2.3120000000000003:0.0:4.279999999999999:100
0.08683172827155933:0.0002709090909090909:0.9999999266082643:100:2.552:0.0:3.95:100
19.12018020876444:0.4555109090909091:0.7925098116991732:100:2.5040000000000004:0.0:2.69:100
4.888979051195962:0.000990909090909091:0.9999990180991734:100:1.544:0.0:4.13:100
0.08362203736899455:0.00045454545454545455:0.9999997933884299:100:2.2640000000000002:0.0:4.9399999999999995:100
12.252884967402153:0.46212545454545456:0.7864400642611566:100:3.128:0.0:2.09:100
0.11046557060740872:0.0014854545454545454:0.9999977934247937:100:2.552:0.0:4.699999999999999:100
0.10527020474988931:0.001129090909090909:0.9999987251537191:100:3.656:0.0:4.04:100
122.19776210153074:0.004021818181818182:0.9999838249785121:100:0.776:0.0:3.8:100
0.11384982209709184:0.0013236363636363636:0.9999982479867767:100:4.328:0.0:3.02:100
0.07211861050989514:0.00042727272727272726:0.9999998174380161:100:2.216:0.0:4.34:100
0.07982412465227103:0.00272:0.9999926015999998:100:2.12:0.0:4.16:100
0.09956570447751704:0.0006654545454545455:0.9999995571702474:100:2.6:0.0:4.4:100
2.891991843432277:0.7473563636363636:0.4414584657322315:100:0.48800000000000004:0.0:2.87:100
0.07515835782015477:0.00112:0.9999987455999999:100:2.744:0.0:3.77:100
0.07512739389494041:0.00032727272727272726:0.9999998928925624:100:2.8400000000000003:0.0:3.08:100
0.09209602568794648:0.00042181818181818184:0.9999998220694211:100:2.648:0.0:3.5300000000000002:100
0.11850578655183375:0.002789090909090909:0.9999922209719017:100:3.4160000000000004:0.0:4.1:100
0.09178127303630353:9.090909090909091e-06:0.9999999999173544:100:4.136:0.0:4.1899999999999995:100
10.538083630891977:0.7160509090909091:0.4872710955900828:100:1.016:0.0:2.66:100
7.03250046334547:0.5297454545454545:0.7193697533884298:100:0.536:0.0:4.37:100
50.09906986886817:0.4860927272727273:0.7637138604925618:100:3.3680000000000003:0.0:2.06:100
0.1623971024143563:0.0001418181818181818:0.999999979887603:100:4.424:0.0:4.58:100
0.0958948390920657:0.0007236363636363636:0.999999476350413:100:3.8000000000000003:0.0:3.6799999999999997:100
0.07386071062634333:0.0003090909090909091:0.9999999044628094:100:2.024:0.0:3.59:100
3.08177381640403:0.07785454545454545:0.9939386697520662:100:4.424:0.0:2.15:100
0.08716737323914281:0.0014818181818181818:0.9999978042148758:100:1.976:0.0:3.6799999999999997:100
3.1395195323224723:0.8874327272727273:0.21246315456528928:100:0.34400000000000003:0.0:2.33:100
0.0780325473488452:0.0020490909090909093:0.9999958012264463:100:2.3600000000000003:0.0:3.74:100
0.4112600840177318:0.03409636363636363:0.9988374379867766:100:3.704:0.0:2.36:100
0.0709799750940037:0.0023945454545454548:0.9999942661520659:100:2.3600000000000003:0.0:4.25:100
0.28991525861795:0.007372727272727273:0.9999456428925627:100:4.760000000000001:0.0:2.21:100
0.10215648712909918:0.00114:0.9999987003999999:100:3.8000000000000003:0.0:2.3:100
879.8440272908019:0.0009109090909090909:0.9999991702446285:100:0.728:0.0:4.52:100
0.11856160761802514:0.00020545454545454545:0.9999999577884295:100:4.808000000000001:0.0:4.16:100
0.15153669283286958:0.0014636363636363636:0.9999978577685946:100:5.0:0.0:4.49:100
0.10815873467143046:0.0005963636363636364:0.9999996443504133:100:3.8480000000000003:0.0:3.92:100
5.705636857521398:0.6007145454545455:0.6391420348793394:100:1.4:0.0:2.54:100
1.0699680663650255:0.0003781818181818182:0.9999998569785126:100:4.04:0.0:2.7800000000000002:100
0.09455694583802457:4.7272727272727275e-05:0.9999999977652896:100:2.9840000000000004:0.0:3.8899999999999997:100
0.0949241333186123:0.0018436363636363637:0.9999966010049585:100:3.7520000000000002:0.0:3.4699999999999998:100
0.1002692517189643:0.0017836363636363635:0.9999968186413224:100:3.9920000000000004:0.0:3.38:100
8.118893656465392:0.6109290909090909:0.6267656458809916:100:0.44:0.0:4.79:100
16.968852290898237:0.51012:0.7397775856000003:100:0.6799999999999999:0.0:4.49:100
84.44248439691779:0.003916363636363636:0.9999846620958681:100:0.9199999999999999:0.0:4.49:100
0.0768114529600773:0.0002963636363636364:0.9999999121685955:100:3.128:0.0:2.9:100
0.09984014981389301:0.0008236363636363636:0.9999993216231409:100:5.0:0.0:2.96:100
0.0771214881931807:0.0005236363636363636:0.9999997258049584:100:1.832:0.0:4.609999999999999:100
0.08628428609557685:0.0007163636363636364:0.9999994868231398:100:3.9440000000000004:0.0:3.3499999999999996:100
5.118864463742355:0.0033363636363636364:0.9999888686776855:100:1.64:0.0:3.23:100
11.221929844042146:0.24286545454545455:0.9410163709884298:100:1.592:0.0:3.4699999999999998:100
5.282554755096419:0.0021636363636363637:0.9999953186776858:100:4.6160000000000005:0.0:2.09:100
20.474778468085898:0.0032509090909090908:0.9999894315900822:100:3.08:0.0:2.48:100
0.10741667010669304:0.00042181818181818184:0.9999998220694217:100:3.9440000000000004:0.0:3.5300000000000002:100
0.08759486491462844:0.0018127272727272727:0.9999967140198345:100:4.424:0.0:2.51:100
0.09896222506158132:0.0020581818181818184:0.9999957638876033:100:1.688:0.0:3.77:100
0.08959865831025036:0.00048363636363636366:0.9999997660958676:100:3.608:0.0:3.86:100
19.55296514091096:0.0015818181818181818:0.9999974978512393:100:1.448:0.0:4.79:100
0.09797315119663724:0.0009145454545454546:0.9999991636066111:100:4.28:0.0:2.48:100
12.862560389569639:0.5491018181818181:0.6984871932694217:100:2.6:0.0:2.0:100
0.09322191940696957:0.0015581818181818181:0.9999975720694211:100:3.8000000000000003:0.0:3.65:100
0.10095593975397625:0.0026781818181818183:0.9999928273421494:100:3.8000000000000003:0.0:4.58:100
3.9884568727032548:0.004856363636363636:0.9999764157322316:100:2.648:0.0:3.11:100
0.0836842329846214:0.0016545454545454545:0.9999972624793391:100:4.760000000000001:0.0:3.65:100
28.63425946894473:0.00554:0.9999693084:100:1.304:0.0:3.5300000000000002:100
122.575937621756:0.000510909090909091:0.9999997389719011:100:0.8240000000000001:0.0:4.07:100
0.08257614178392769:0.002789090909090909:0.9999922209719001:100:3.224:0.0:3.74:100
3.448306447151435:0.7585109090909091:0.42466120079008257:100:0.34400000000000003:0.0:3.74:100
0.11770638840387675:0.0012781818181818183:0.9999983662512395:100:3.8480000000000003:0.0:4.25:100
6.645092397181952:0.0046654545454545455:0.9999782335338845:100:1.112:0.0:4.67:100
0.07569674013150962:0.00042363636363636366:0.9999998205322312:100:2.552:0.0:4.46:100
3.8740050367546233:0.1337490909090909:0.9821111806809917:100:4.472:0.0:2.06:100
0.07905474422657435:4.181818181818182e-05:0.9999999982512402:100:2.8400000000000003:0.0:3.23:100
5.102461690740227:0.4991909090909091:0.7508084362809917:100:0.392:0.0:4.85:100
64.00343376905683:0.2263181818181818:0.9487800805785126:100:0.8240000000000001:0.0:3.17:100
0.07787745106119681:0.0015290909090909092:0.9999976618809914:100:1.976:0.0:3.5:100
5.769743928703044:0.9327054545454545:0.130060535061157:100:0.632:0.0:2.18:100
9.81547309421359:0.6998909090909091:0.5101527153719009:100:1.256:0.0:2.21:100
0.13677843540886536:0.0010763636363636364:0.9999988414413218:100:4.136:0.0:4.699999999999999:100
0.09809265327924008:0.0012236363636363636:0.9999985027140498:100:3.032:0.0:3.3499999999999996:100
9.555605928853717:0.005856363636363636:0.9999657030049582:100:1.4:0.0:4.1899999999999995:100
0.08623471686974957:0.0010181818181818183:0.9999989633057853:100:1.832:0.0:4.3100000000000005:100
0.6132394237391104:0.004974545454545455:0.999975253897521:100:4.760000000000001:0.0:2.54:100
0.09205463417155278:0.0011218181818181817:0.999998741523967:100:4.5680000000000005:0.0:3.26:100
0.09855035875909181:0.00116:0.9999986544000004:100:2.8400000000000003:0.0:3.8899999999999997:100
0.15793293495320174:0.0011163636363636363:0.9999987537322308:100:4.856:0.0:4.1:100
0.10100454625204838:0.00038545454545454544:0.9999998514247928:100:4.28:0.0:4.37:100
100.37111410674045:0.7787127272727272:0.3936064883834711:100:0.34400000000000003:0.0:2.18:100
1.1237742027359954:0.0013672727272727272:0.9999981305652889:100:1.832:0.0:2.84:100
0.10701536521758985:4.545454545454545e-05:0.9999999979338844:100:3.8480000000000003:0.0:4.49:100
7.183603482153231:0.002469090909090909:0.9999939035900827:100:4.904:0.0:2.15:100
7.557302676434094:0.48760363636363635:0.7622426938049587:100:2.8880000000000003:0.0:2.27:100
0.10450473200843732:0.0007709090909090909:0.9999994056991733:100:4.712000000000001:0.0:3.59:100
0.17665899220114975:0.0010763636363636364:0.9999988414413219:100:5.0:0.0:4.3100000000000005:100
0.10029147317735078:0.00041454545454545455:0.999999828152066:100:2.9840000000000004:0.0:4.279999999999999:100
4.535939633476793:0.7033909090909091:0.5052412290082645:100:1.064:0.0:2.45:100
0.07972549835160186:0.0010454545454545454:0.9999989070247933:100:3.8000000000000003:0.0:2.87:100
0.13339204261820997:0.0007818181818181818:0.9999993887603305:100:4.328:0.0:4.37:100
0.07673951172991345:0.00033454545454545456:0.9999998880793387:100:2.2640000000000002:0.0:3.38:100
0.10576326498708422:0.00042363636363636366:0.9999998205322315:100:4.136:0.0:4.46:100
2.4242953618068714:0.00045636363636363637:0.9999997917322317:100:0.8720000000000001:0.0:4.43:100
0.09838011987722588:0.002489090909090909:0.9999938044264459:100:4.760000000000001:0.0:2.57:100
0.09969394133041076:0.0014563636363636363:0.9999978790049583:100:3.08:0.0:4.85:100
